obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('468',)",3617740888,1,32.98130035,3724598710,3724598710,3617740888,0,internal_timestamp,561.3099976,517940,1408752087,5.006700039,3.298130035,34.15357018,1029.602887,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('469',)",3617740898,1,32.98960114,3724598710,3724598710,3617740898,0,internal_timestamp,558.8099976,519670,1408752097,5.021399975,3.298960114,34.14938868,1029.586221,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('470',)",3617740908,1,32.99409866,3724598710,3724598710,3617740908,0,internal_timestamp,556.6500244,521872,1408752107,5.03030014,3.299409866,34.14657499,1029.572937,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('471',)",3617740918,1,32.99300003,3724598710,3724598710,3617740918,0,internal_timestamp,554.8400269,524000,1408752117,5.031300068,3.299300003,34.14520264,1029.563408,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('472',)",3617740928,1,32.99039841,3724598710,3724598710,3617740928,0,internal_timestamp,553.2000122,526787,1408752127,5.029600143,3.299039841,34.14476811,1029.555745,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('473',)",3617740938,1,32.98720169,3724598710,3724598710,3617740938,0,internal_timestamp,551.5200195,524068,1408752137,5.028100014,3.298720169,34.14346597,1029.547187,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('474',)",3617740948,1,32.98040009,3724598710,3724598710,3617740948,0,internal_timestamp,549.3400269,527009,1408752147,5.024000168,3.298040009,34.1409194,1029.535681,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('475',)",3617740958,1,32.97900009,3724598710,3724598710,3617740958,0,internal_timestamp,546.8900146,520559,1408752157,5.023700237,3.297900009,34.14084711,1029.5244,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('476',)",3617740968,1,32.97900009,3724598710,3724598710,3617740968,0,internal_timestamp,544.5300293,524749,1408752167,5.024799824,3.297900009,34.14091338,1029.513463,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('477',)",3617740978,1,32.98379898,3724598710,3724598710,3617740978,0,internal_timestamp,542.3699951,528019,1408752177,5.033100128,3.298379898,34.13905958,1029.501012,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('478',)",3617740988,1,32.98630142,3724598710,3724598710,3617740988,0,internal_timestamp,540.1500244,525796,1408752187,5.038400173,3.298630142,34.13765291,1029.48902,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('479',)",3617740998,1,32.99079895,3724598710,3724598710,3617740998,0,internal_timestamp,538.0999756,527143,1408752197,5.044199944,3.299079895,34.1379449,1029.479086,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('480',)",3617741008,1,32.99940109,3724598710,3724598710,3617741008,0,internal_timestamp,536.0300293,526964,1408752207,5.056399822,3.299940109,34.13644441,1029.466829,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('481',)",3617741018,1,33.00849915,3724598710,3724598710,3617741018,0,internal_timestamp,533.8800049,528410,1408752217,5.082099915,3.300849915,34.12181138,1029.442121,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('482',)",3617741028,1,33.01879883,3724598710,3724598710,3617741028,0,internal_timestamp,531.5499878,529988,1408752227,5.098199844,3.301879883,34.11842424,1029.426679,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('483',)",3617741038,1,33.02000046,3724598710,3724598710,3617741038,0,internal_timestamp,529.2600098,530674,1408752237,5.100500107,3.302000046,34.11861318,1029.416006,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('484',)",3617741048,1,33.04000092,3724598710,3724598710,3617741048,0,internal_timestamp,526.9199829,542979,1408752247,5.12130022,3.304000092,34.1215792,1029.404926,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('485',)",3617741058,1,33.08119965,3724598710,3724598710,3617741058,0,internal_timestamp,524.9099731,530050,1408752257,5.171700001,3.308119965,34.11858029,1029.386853,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('486',)",3617741068,1,33.10440063,3724598710,3724598710,3617741068,0,internal_timestamp,522.9500122,530853,1408752267,5.199200153,3.310440063,34.11819506,1029.374002,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('487',)",3617741078,1,33.12340164,3724598710,3724598710,3617741078,0,internal_timestamp,521.1900024,530193,1408752277,5.223800182,3.312340164,34.11584235,1029.360886,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
