obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('0',)",3617654687,1,33.09579849,3724598710,3724598710,3617654687,0,internal_timestamp,515.8499756,167795,1408665887,5.208399773,3.309579849,34.10256435,1029.327862,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('1',)",3617654697,1,33.09939957,3724598710,3724598710,3617654697,0,internal_timestamp,513.3200073,169240,1408665897,5.215199947,3.309939957,34.10105033,1029.314164,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('2',)",3617654706,1,33.11220169,3724598710,3724598710,3617654706,0,internal_timestamp,511.0799866,226697,1408665906,5.232500076,3.311220169,34.09926244,1029.30023,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('3',)",3617654717,1,33.14410019,3724598710,3724598710,3617654717,0,internal_timestamp,508.4700012,174685,1408665917,5.269599915,3.314410019,34.09940571,1029.283559,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('4',)",3617654727,1,33.14550018,3724598710,3724598710,3617654727,0,internal_timestamp,506.0499878,175550,1408665927,5.271500111,3.314550018,34.10028938,1029.272889,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('5',)",3617654737,1,33.14730072,3724598710,3724598710,3617654737,0,internal_timestamp,503.7099915,177532,1408665937,5.274799824,3.314730072,34.1001716,1029.261613,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('6',)",3617654747,1,33.14849854,3724598710,3724598710,3617654747,0,internal_timestamp,501.4899902,177297,1408665947,5.277599812,3.314849854,34.0998119,1029.250759,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('7',)",3617654757,1,33.16790009,3724598710,3724598710,3617654757,0,internal_timestamp,499.3599854,177086,1408665957,5.300300121,3.316790009,34.10002503,1029.238197,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('8',)",3617654766,1,33.18659973,3724598710,3724598710,3617654766,0,internal_timestamp,497.5899963,179693,1408665966,5.320700169,3.318659973,34.10158292,1029.228645,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('9',)",3617654777,1,33.2254982,3724598710,3724598710,3617654777,0,internal_timestamp,495.3500061,179409,1408665977,5.366799831,3.32254982,34.100375,1029.21141,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('10',)",3617654787,1,33.24499893,3724598710,3724598710,3617654787,0,internal_timestamp,493.2399902,178807,1408665987,5.39109993,3.324499893,34.09905177,1029.197505,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('11',)",3617654797,1,33.24819946,3724598710,3724598710,3617654797,0,internal_timestamp,491,178558,1408665997,5.394899845,3.324819946,34.09997001,1029.187437,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('12',)",3617654807,1,33.25180054,3724598710,3724598710,3617654807,0,internal_timestamp,488.6700134,177150,1408666007,5.39989996,3.325180054,34.10017453,1029.176236,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('13',)",3617654817,1,33.26599884,3724598710,3724598710,3617654817,0,internal_timestamp,486.269989,184000,1408666017,5.418700218,3.326599884,34.09851724,1029.161447,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('14',)",3617654826,1,33.26660156,3724598710,3724598710,3617654826,0,internal_timestamp,484.1799927,177395,1408666026,5.419000149,3.326660156,34.09994305,1029.152925,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('15',)",3617654837,1,33.26580048,3724598710,3724598710,3617654837,0,internal_timestamp,481.5,180811,1408666037,5.419400215,3.326580048,34.09996377,1029.140568,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('16',)",3617654847,1,33.27470016,3724598710,3724598710,3617654847,0,internal_timestamp,479.2600098,187992,1408666047,5.431600094,3.327470016,34.09887035,1029.127819,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('17',)",3617654857,1,33.2779007,3724598710,3724598710,3617654857,0,internal_timestamp,477.230011,182990,1408666057,5.43599987,3.32779007,34.09907551,1029.118074,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('18',)",3617654867,1,33.28620148,3724598710,3724598710,3617654867,0,internal_timestamp,475.3399963,183615,1408666067,5.447899818,3.328620148,34.0974283,1029.106535,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('19',)",3617654877,1,33.29679871,3724598710,3724598710,3617654877,0,internal_timestamp,473.1099854,180960,1408666077,5.463399887,3.329679871,34.0949223,1029.092285,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('20',)",3617654887,1,33.30989838,3724598710,3724598710,3617654887,0,internal_timestamp,470.8900146,188975,1408666087,5.483099937,3.330989838,34.09101102,1029.076424,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('21',)",3617654897,1,33.36169815,3724598710,3724598710,3617654897,0,internal_timestamp,468.730011,187587,1408666097,5.547100067,3.336169815,34.08628173,1029.054382,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('22',)",3617654907,1,33.39870071,3724598710,3724598710,3617654907,0,internal_timestamp,466.6000061,225809,1408666107,5.590600014,3.339870071,34.08541816,1029.038189,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('23',)",3617654917,1,33.40390015,3724598710,3724598710,3617654917,0,internal_timestamp,464.269989,190426,1408666117,5.597400188,3.340390015,34.08561129,1029.026739,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('24',)",3617654927,1,33.41989899,3724598710,3724598710,3617654927,0,internal_timestamp,461.8599854,190785,1408666127,5.617899895,3.341989899,34.08426593,1029.011901,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('25',)",3617654937,1,33.44739914,3724598710,3724598710,3617654937,0,internal_timestamp,459.4400024,189876,1408666137,5.649099827,3.344739914,34.08516039,1028.997365,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('26',)",3617654947,1,33.46080017,3724598710,3724598710,3617654947,0,internal_timestamp,457.1499939,185381,1408666147,5.664400101,3.346080017,34.08604684,1028.985518,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('27',)",3617654957,1,33.47439957,3724598710,3724598710,3617654957,0,internal_timestamp,455.0400085,193250,1408666157,5.679999828,3.347439957,34.08676388,1028.974323,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('28',)",3617654967,1,33.50230026,3724598710,3724598710,3617654967,0,internal_timestamp,453.0499878,193021,1408666167,5.709700108,3.350230026,34.08938673,1028.963307,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('29',)",3617654977,1,33.52909851,3724598710,3724598710,3617654977,0,internal_timestamp,451.0899963,191174,1408666177,5.740200043,3.352909851,34.08993224,1028.950679,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('30',)",3617654987,1,33.54679871,3724598710,3724598710,3617654987,0,internal_timestamp,449.0100098,190020,1408666187,5.757199764,3.354679871,34.09384206,1028.941942,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('31',)",3617654997,1,33.56010056,3724598710,3724598710,3617654997,0,internal_timestamp,446.6799927,191761,1408666197,5.774499893,3.356010056,34.09260332,1028.927959,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('32',)",3617655007,1,33.56620026,3724598710,3724598710,3617655007,0,internal_timestamp,444.2399902,195806,1408666207,5.782299995,3.356620026,34.09284799,1028.915905,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('33',)",3617655017,1,33.56570053,3724598710,3724598710,3617655017,0,internal_timestamp,441.75,195003,1408666217,5.782599926,3.356570053,34.09321594,1028.904719,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('34',)",3617655027,1,33.57569885,3724598710,3724598710,3617655027,0,internal_timestamp,439.4200134,192809,1408666227,5.795700073,3.357569885,34.09247244,1028.891685,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('35',)",3617655037,1,33.5848999,3724598710,3724598710,3617655037,0,internal_timestamp,437.1900024,192162,1408666237,5.804999828,3.35848999,34.09460155,1028.881878,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('36',)",3617655047,1,33.59130096,3724598710,3724598710,3617655047,0,internal_timestamp,435.1700134,191149,1408666247,5.814599991,3.359130096,34.0931655,1028.870188,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('37',)",3617655057,1,33.59009933,3724598710,3724598710,3617655057,0,internal_timestamp,433.1900024,201845,1408666257,5.812699795,3.359009933,34.09470233,1028.862558,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('38',)",3617655067,1,33.59479904,3724598710,3724598710,3617655067,0,internal_timestamp,431.3900146,193504,1408666267,5.819200039,3.359479904,34.09435612,1028.85315,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('39',)",3617655077,1,33.72389984,3724598710,3724598710,3617655077,0,internal_timestamp,429.75,202652,1408666277,5.960700035,3.372389984,34.09832509,1028.829743,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('40',)",3617655087,1,33.83160019,3724598710,3724598710,3617655087,0,internal_timestamp,427.8999939,193319,1408666287,6.074500084,3.383160019,34.10596146,1028.811825,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('41',)",3617655097,1,33.84629822,3724598710,3724598710,3617655097,0,internal_timestamp,426.25,194288,1408666297,6.088099957,3.384629822,34.10961227,1028.805275,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('42',)",3617655107,1,33.86380005,3724598710,3724598710,3617655107,0,internal_timestamp,424.4400024,199362,1408666307,6.105999947,3.386380005,34.11216961,1028.796541,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('43',)",3617655117,1,33.86949921,3724598710,3724598710,3617655117,0,internal_timestamp,422.4299927,203592,1408666317,6.112199783,3.386949921,34.11332833,1028.787387,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('44',)",3617655127,1,33.87279892,3724598710,3724598710,3617655127,0,internal_timestamp,420.3699951,203574,1408666327,6.116799831,3.387279892,34.11342782,1028.777387,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('45',)",3617655137,1,33.87319946,3724598710,3724598710,3617655137,0,internal_timestamp,418.1900024,203108,1408666337,6.120600224,3.387319946,34.11114255,1028.76507,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('46',)",3617655147,1,33.87689972,3724598710,3724598710,3617655147,0,internal_timestamp,415.7900085,202518,1408666347,6.126200199,3.387689972,34.11085631,1028.75307,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('47',)",3617655157,1,33.88399887,3724598710,3724598710,3617655157,0,internal_timestamp,413.2999878,203494,1408666357,6.136799812,3.388399887,34.10941139,1028.739062,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('48',)",3617655167,1,33.89490128,3724598710,3724598710,3617655167,0,internal_timestamp,410.8099976,205352,1408666367,6.157000065,3.389490128,34.10261137,1028.719527,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('49',)",3617655177,1,33.90629959,3724598710,3724598710,3617655177,0,internal_timestamp,408.3299866,206669,1408666377,6.176000118,3.390629959,34.09756419,1028.701579,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('50',)",3617655186,1,33.91569901,3724598710,3724598710,3617655186,0,internal_timestamp,406.1700134,203824,1408666386,6.189499855,3.391569901,34.0956277,1028.688298,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('51',)",3617655197,1,33.92490005,3724598710,3724598710,3617655197,0,internal_timestamp,403.7999878,209490,1408666397,6.202499866,3.392490005,34.09407205,1028.674421,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('52',)",3617655207,1,33.92039871,3724598710,3724598710,3617655207,0,internal_timestamp,401.7200012,205106,1408666407,6.199299812,3.392039871,34.09326509,1028.66468,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('53',)",3617655217,1,33.92300034,3724598710,3724598710,3617655217,0,internal_timestamp,399.3999939,206284,1408666417,6.20720005,3.392300034,34.08941286,1028.64992,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('54',)",3617655227,1,33.92750168,3724598710,3724598710,3617655227,0,internal_timestamp,396.9400024,206362,1408666427,6.21780014,3.392750168,34.08505347,1028.633749,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('55',)",3617655237,1,33.93659973,3724598710,3724598710,3617655237,0,internal_timestamp,394.519989,206324,1408666437,6.231500149,3.393659973,34.08270951,1028.61892,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('56',)",3617655247,1,33.9435997,3724598710,3724598710,3617655247,0,internal_timestamp,392.1000061,229903,1408666447,6.242000103,3.39435997,34.08122058,1028.605203,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('57',)",3617655257,1,33.94630051,3724598710,3724598710,3617655257,0,internal_timestamp,389.7399902,214337,1408666457,6.247700214,3.394630051,34.07969929,1028.592394,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('58',)",3617655267,1,33.94950104,3724598710,3724598710,3617655267,0,internal_timestamp,387.2099915,205686,1408666467,6.252600193,3.394950104,34.07961813,1028.580048,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('59',)",3617655277,1,33.93939972,3724598710,3724598710,3617655277,0,internal_timestamp,384.769989,206517,1408666477,6.248400211,3.393939972,34.07374077,1028.564802,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('60',)",3617655287,1,33.91059875,3724598710,3724598710,3617655287,0,internal_timestamp,382.3900146,209588,1408666487,6.226200104,3.391059875,34.06493764,1028.549992,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('61',)",3617655297,1,33.90100098,3724598710,3724598710,3617655297,0,internal_timestamp,380.019989,212770,1408666497,6.219200134,3.390100098,34.06237802,1028.538055,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('62',)",3617655307,1,33.89440155,3724598710,3724598710,3617655307,0,internal_timestamp,377.8399963,208576,1408666507,6.227200031,3.389440155,34.04809381,1028.515713,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('63',)",3617655317,1,33.92440033,3724598710,3724598710,3617655317,0,internal_timestamp,375.5100098,212152,1408666517,6.253499985,3.392440033,34.05646218,1028.508005,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('64',)",3617655327,1,33.93360138,3724598710,3724598710,3617655327,0,internal_timestamp,373.0400085,214437,1408666527,6.268300056,3.393360138,34.05316789,1028.492047,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('65',)",3617655337,1,33.94620132,3724598710,3724598710,3617655337,0,internal_timestamp,370.6700134,215882,1408666537,6.286600113,3.394620132,34.05012275,1028.476263,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('66',)",3617655347,1,33.96659851,3724598710,3724598710,3617655347,0,internal_timestamp,368.25,216900,1408666547,6.312799931,3.396659851,34.04791224,1028.459819,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('67',)",3617655357,1,33.97439957,3724598710,3724598710,3617655357,0,internal_timestamp,365.8900146,217197,1408666557,6.323800087,3.397439957,34.04679245,1028.446595,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('68',)",3617655367,1,34.00049973,3724598710,3724598710,3617655367,0,internal_timestamp,363.3200073,212542,1408666567,6.356599808,3.400049973,34.04442209,1028.428421,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('69',)",3617655377,1,34.01459885,3724598710,3724598710,3617655377,0,internal_timestamp,360.8900146,213738,1408666577,6.373300076,3.401459885,34.04466298,1028.415157,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('70',)",3617655387,1,34.04779816,3724598710,3724598710,3617655387,0,internal_timestamp,358.4100037,214755,1408666587,6.413300037,3.404779816,34.04296099,1028.396915,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('71',)",3617655397,1,34.06330109,3724598710,3724598710,3617655397,0,internal_timestamp,355.8999939,215831,1408666597,6.432199955,3.406330109,34.04260331,1028.382502,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('72',)",3617655407,1,34.07630157,3724598710,3724598710,3617655407,0,internal_timestamp,353.3999939,217509,1408666607,6.44810009,3.407630157,34.04244365,1028.368704,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('73',)",3617655417,1,34.08160019,3724598710,3724598710,3617655417,0,internal_timestamp,350.8599854,218861,1408666617,6.454800129,3.408160019,34.04290319,1028.356479,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('74',)",3617655427,1,34.08470154,3724598710,3724598710,3617655427,0,internal_timestamp,348.4500122,224396,1408666627,6.459199905,3.408470154,34.04314783,1028.345,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('75',)",3617655437,1,34.09609985,3724598710,3724598710,3617655437,0,internal_timestamp,345.9200134,225935,1408666637,6.474299908,3.409609985,34.04201715,1028.330405,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('76',)",3617655447,1,34.10039902,3724598710,3724598710,3617655447,0,internal_timestamp,343.5799866,226131,1408666647,6.480100155,3.410039902,34.04216347,1028.318975,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('77',)",3617655457,1,34.10409927,3724598710,3724598710,3617655457,0,internal_timestamp,341.3500061,226947,1408666657,6.486000061,3.410409927,34.04149236,1028.307393,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('78',)",3617655467,1,34.10770035,3724598710,3724598710,3617655467,0,internal_timestamp,339.1700134,228137,1408666667,6.490099907,3.410770035,34.04247635,1028.297592,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('79',)",3617655477,1,34.14239883,3724598710,3724598710,3617655477,0,internal_timestamp,336.8500061,219765,1408666677,6.534500122,3.414239883,34.0379507,1028.277217,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('80',)",3617655487,1,34.14160156,3724598710,3724598710,3617655487,0,internal_timestamp,334.3599854,230475,1408666687,6.533400059,3.414160156,34.03937618,1028.267062,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('81',)",3617655497,1,34.13890076,3724598710,3724598710,3617655497,0,internal_timestamp,331.8999939,227256,1408666697,6.530799866,3.413890076,34.04016852,1028.256756,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('82',)",3617655507,1,34.19200134,3724598710,3724598710,3617655507,0,internal_timestamp,329.3900146,226676,1408666707,6.596199989,3.419200134,34.0352458,1028.232256,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('83',)",3617655517,1,34.1957016,3724598710,3724598710,3617655517,0,internal_timestamp,326.8699951,229185,1408666717,6.601200104,3.41957016,34.03560618,1028.220277,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('84',)",3617655527,1,34.2120018,3724598710,3724598710,3617655527,0,internal_timestamp,324.9400024,230145,1408666727,6.620100021,3.42120018,34.03582133,1028.20895,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('85',)",3617655537,1,34.24470139,3724598710,3724598710,3617655537,0,internal_timestamp,322.7399902,231704,1408666737,6.65929985,3.424470139,34.03415444,1028.192059,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('86',)",3617655547,1,34.26779938,3724598710,3724598710,3617655547,0,internal_timestamp,320.4400024,224785,1408666747,6.688099861,3.426779938,34.03223332,1028.175956,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('87',)",3617655557,1,34.29349899,3724598710,3724598710,3617655557,0,internal_timestamp,318.3800049,226654,1408666757,6.717899799,3.429349899,34.03206999,1028.16219,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('88',)",3617655567,1,34.32709885,3724598710,3724598710,3617655567,0,internal_timestamp,316.6000061,227480,1408666767,6.756499767,3.432709885,34.03175805,1028.148343,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('89',)",3617655577,1,34.33259964,3724598710,3724598710,3617655577,0,internal_timestamp,314.769989,229207,1408666777,6.762000084,3.433259964,34.03326402,1028.140357,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('90',)",3617655587,1,34.36589813,3724598710,3724598710,3617655587,0,internal_timestamp,312.8200073,229583,1408666787,6.79820013,3.436589813,34.03506092,1028.127713,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('91',)",3617655597,1,34.38740158,3724598710,3724598710,3617655597,0,internal_timestamp,310.730011,233525,1408666797,6.826499939,3.438740158,34.03174867,1028.11152,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('92',)",3617655606,1,34.395401,3724598710,3724598710,3617655606,0,internal_timestamp,308.5499878,340207,1408666806,6.836999893,3.4395401,34.03122361,1028.099622,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('93',)",3617655617,1,34.39810181,3724598710,3724598710,3617655617,0,internal_timestamp,305.9700012,247126,1408666817,6.841800213,3.439810181,34.03069979,1028.086699,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('94',)",3617655627,1,34.41749954,3724598710,3724598710,3617655627,0,internal_timestamp,303.4500122,230998,1408666827,6.866099834,3.441749954,34.02923006,1028.070541,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('95',)",3617655637,1,34.43420029,3724598710,3724598710,3617655637,0,internal_timestamp,301.0599976,231189,1408666837,6.887899876,3.443420029,34.02720052,1028.054894,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('96',)",3617655647,1,34.44509888,3724598710,3724598710,3617655647,0,internal_timestamp,298.6700134,242432,1408666847,6.901500225,3.444509888,34.02689541,1028.041766,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('97',)",3617655657,1,34.4496994,3724598710,3724598710,3617655657,0,internal_timestamp,296.7099915,236526,1408666857,6.907599926,3.44496994,34.02687283,1028.031897,29,29,29,29,1,0,29,29,29,29,29,29,44.36831,-124.95276
"('98',)",3617655667,1,34.47230148,3724598710,3724598710,3617655667,0,internal_timestamp,294.8599854,238902,1408666867,6.936999798,3.447230148,34.02355112,1028.016622,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('99',)",3617655677,1,34.48239899,3724598710,3724598710,3617655677,0,internal_timestamp,292.9200134,245572,1408666877,6.950500011,3.448239899,34.02224422,1028.004779,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('100',)",3617655687,1,34.48550034,3724598710,3724598710,3617655687,0,internal_timestamp,291.25,240849,1408666887,6.955999851,3.448550034,34.0210273,1027.995385,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('101',)",3617655697,1,34.48260117,3724598710,3724598710,3617655697,0,internal_timestamp,289.8699951,240653,1408666897,6.95510006,3.448260117,34.01940366,1027.987912,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('102',)",3617655707,1,34.4856987,3724598710,3724598710,3617655707,0,internal_timestamp,288.4299927,242214,1408666907,6.961800098,3.44856987,34.01688769,1027.97838,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('103',)",3617655717,1,34.52489853,3724598710,3724598710,3617655717,0,internal_timestamp,286.9599915,243997,1408666917,7.002500057,3.452489853,34.02042232,1027.968607,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('104',)",3617655727,1,34.53329849,3724598710,3724598710,3617655727,0,internal_timestamp,285.4500122,240215,1408666927,7.01429987,3.453329849,34.01872016,1027.958662,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('105',)",3617655737,1,34.53350067,3724598710,3724598710,3617655737,0,internal_timestamp,283.9100037,244841,1408666937,7.0145998,3.453350067,34.01939037,1027.952089,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('106',)",3617655747,1,34.53269959,3724598710,3724598710,3617655747,0,internal_timestamp,282.2600098,235907,1408666947,7.015500069,3.453269959,34.01842348,1027.943639,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('107',)",3617655757,1,34.53350067,3724598710,3724598710,3617655757,0,internal_timestamp,280.5700073,239960,1408666957,7.018799782,3.453350067,34.01686548,1027.934198,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('108',)",3617655767,1,34.54380035,3724598710,3724598710,3617655767,0,internal_timestamp,279,243771,1408666967,7.035600185,3.454380035,34.01234484,1027.921046,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('109',)",3617655777,1,34.54610062,3724598710,3724598710,3617655777,0,internal_timestamp,277.2900085,252546,1408666977,7.038799763,3.454610062,34.0125366,1027.912902,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('110',)",3617655787,1,34.54880142,3724598710,3724598710,3617655787,0,internal_timestamp,275.3099976,245013,1408666987,7.043900013,3.454880142,34.01142477,1027.902225,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('111',)",3617655797,1,34.55830002,3724598710,3724598710,3617655797,0,internal_timestamp,273.1799927,246901,1408666997,7.056399822,3.455830002,34.01053482,1027.889973,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('112',)",3617655807,1,34.57920074,3724598710,3724598710,3617655807,0,internal_timestamp,271.1900024,249591,1408667007,7.084599972,3.457920074,34.00658692,1027.873708,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('113',)",3617655817,1,34.58520126,3724598710,3724598710,3617655817,0,internal_timestamp,270.6300049,245723,1408667017,7.091199875,3.458520126,34.00692037,1027.870457,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('114',)",3617655823,1,34.58240128,3724598710,3724598710,3617655823,0,internal_timestamp,270.6600037,251058,1408667023,7.087900162,3.458240128,34.00709308,1027.871204,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('115',)",3617676028,1,34.45470047,3724598710,3724598710,3617676028,0,internal_timestamp,277.75,528829,1408687227,6.94810009,3.445470047,34.0015768,1027.919341,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
"('116',)",3617676038,1,34.43669891,3724598710,3724598710,3617676038,0,internal_timestamp,280.0100098,533065,1408687237,6.925199986,3.443669891,34.00332159,1027.934329,29,29,29,29,1,0,29,13,29,29,29,29,44.36831,-124.95276
