obs,conductivity,conductivity_qc_executed,conductivity_qc_results,density,density_qc_executed,density_qc_results,deployment,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,profiler_timestamp,salinity,salinity_qc_executed,salinity_qc_results,suspect_timestamp,temperature,temperature_qc_executed,temperature_qc_results,time
"('0',)",3.822649956,29,13,1024.481053,29,29,14,3779218472,3779218544,3773073286,44.63218,-124.30797,0,internal_timestamp,3.470999956,29,29,1564084486,32.4803009,29,29,0,12.90569973,29,29,3773073286
"('1',)",3.822849989,29,13,1024.481646,29,29,14,3779218472,3779218544,3773073286,44.63218,-124.30797,0,internal_timestamp,3.457000017,29,29,1564084486,32.48139954,29,29,0,12.90670013,29,29,3773073286
"('2',)",3.823070049,29,13,1024.481829,29,29,14,3779218472,3779218544,3773073286,44.63218,-124.30797,0,internal_timestamp,3.441999912,29,29,1564084486,32.48210144,29,29,0,12.90820026,29,29,3773073286
"('3',)",3.82336998,29,13,1024.481781,29,29,14,3779218472,3779218544,3773073287,44.63218,-124.30797,0,internal_timestamp,3.427999973,29,29,1564084487,32.48279953,29,29,0,12.91090012,29,29,3773073287
"('4',)",3.823709965,29,13,1024.481624,29,29,14,3779218472,3779218544,3773073287,44.63218,-124.30797,0,internal_timestamp,3.420000076,29,29,1564084487,32.48339844,29,29,0,12.91390038,29,29,3773073287
"('5',)",3.823839903,29,13,1024.481183,29,29,14,3779218472,3779218544,3773073287,44.63218,-124.30797,0,internal_timestamp,3.404000044,29,29,1564084487,32.48329926,29,29,0,12.91539955,29,29,3773073287
"('6',)",3.823570013,29,13,1024.480299,29,29,14,3779218472,3779218544,3773073287,44.63218,-124.30797,0,internal_timestamp,3.39199996,29,29,1564084487,32.48189926,29,29,0,12.91409969,29,29,3773073287
"('7',)",3.822969913,29,13,1024.47942,29,29,14,3779218472,3779218544,3773073287,44.63218,-124.30797,0,internal_timestamp,3.380000114,29,29,1564084487,32.47980118,29,29,0,12.90999985,29,29,3773073287
"('8',)",3.822289944,29,13,1024.478633,29,29,14,3779218472,3779218544,3773073287,44.63218,-124.30797,0,internal_timestamp,3.362999916,29,29,1564084487,32.4776001,29,29,0,12.9048996,29,29,3773073287
"('9',)",3.821939945,29,13,1024.478505,29,29,14,3779218472,3779218544,3773073287,44.63218,-124.30797,0,internal_timestamp,3.351000071,29,29,1564084487,32.47679901,29,29,0,12.90209961,29,29,3773073287
"('10',)",3.82220006,29,13,1024.478486,29,29,14,3779218472,3779218544,3773073287,44.63218,-124.30797,0,internal_timestamp,3.334000111,29,29,1564084487,32.47740173,29,29,0,12.9041996,29,29,3773073287
"('11',)",3.822860003,29,13,1024.478031,29,29,14,3779218472,3779218544,3773073287,44.63218,-124.30797,0,internal_timestamp,3.325000048,29,29,1564084487,32.47840118,29,29,0,12.91030025,29,29,3773073287
"('12',)",3.823519945,29,13,1024.47645,29,29,14,3779218472,3779218544,3773073287,44.63218,-124.30797,0,internal_timestamp,3.312000036,29,29,1564084487,32.47829819,29,29,0,12.91769981,29,29,3773073287
"('13',)",3.823999882,29,13,1024.474717,29,29,14,3779218472,3779218544,3773073287,44.63218,-124.30797,0,internal_timestamp,3.29399991,29,29,1564084487,32.47769928,29,29,0,12.92380047,29,29,3773073287
"('14',)",3.824179888,29,13,1024.47316,29,29,14,3779218472,3779218544,3773073287,44.63218,-124.30797,0,internal_timestamp,3.279999971,29,29,1564084487,32.47660065,29,29,0,12.92710018,29,29,3773073287
"('15',)",3.824199915,29,13,1024.472341,29,29,14,3779218472,3779218544,3773073287,44.63218,-124.30797,0,internal_timestamp,3.262000084,29,29,1564084487,32.47589874,29,29,0,12.92809963,29,29,3773073287
"('16',)",3.82427001,29,13,1024.472447,29,29,14,3779218472,3779218544,3773073287,44.63218,-124.30797,0,internal_timestamp,3.250999928,29,29,1564084487,32.4762001,29,29,0,12.92850018,29,29,3773073287
"('17',)",3.824359894,29,13,1024.4725,29,29,14,3779218472,3779218544,3773073287,44.63218,-124.30797,0,internal_timestamp,3.236999989,29,29,1564084487,32.47650146,29,29,0,12.92910004,29,29,3773073287
"('18',)",3.824579954,29,13,1024.471835,29,29,14,3779218472,3779218544,3773073287,44.63218,-124.30797,0,internal_timestamp,3.223999977,29,29,1564084487,32.47639847,29,29,0,12.93179989,29,29,3773073287
"('19',)",3.825350046,29,13,1024.471149,29,29,14,3779218472,3779218544,3773073288,44.63218,-124.30797,0,internal_timestamp,3.210999966,29,29,1564084488,32.47740173,29,29,0,12.93900013,29,29,3773073288
"('20',)",3.826679945,29,13,1024.469608,29,29,14,3779218472,3779218544,3773073288,44.63218,-124.30797,0,internal_timestamp,3.196000099,29,29,1564084488,32.47880173,29,29,0,12.9520998,29,29,3773073288
"('21',)",3.828500032,29,13,1024.466958,29,29,14,3779218472,3779218544,3773073288,44.63218,-124.30797,0,internal_timestamp,3.183000088,29,29,1564084488,32.48009872,29,29,0,12.97049999,29,29,3773073288
"('22',)",3.830339909,29,13,1024.462912,29,29,14,3779218472,3779218544,3773073288,44.63218,-124.30797,0,internal_timestamp,3.165999889,29,29,1564084488,32.48009872,29,29,0,12.9907999,29,29,3773073288
"('23',)",3.831799984,29,13,1024.457713,29,29,14,3779218472,3779218544,3773073288,44.63218,-124.30797,0,internal_timestamp,3.154999971,29,29,1564084488,32.47809982,29,29,0,13.0092001,29,29,3773073288
"('24',)",3.832969904,29,13,1024.452404,29,29,14,3779218472,3779218544,3773073288,44.63218,-124.30797,0,internal_timestamp,3.144999981,29,29,1564084488,32.47539902,29,29,0,13.02540016,29,29,3773073288
"('25',)",3.834249973,29,13,1024.448699,29,29,14,3779218472,3779218544,3773073288,44.63218,-124.30797,0,internal_timestamp,3.130000114,29,29,1564084488,32.47449875,29,29,0,13.04039955,29,29,3773073288
"('26',)",3.83562994,29,13,1024.445912,29,29,14,3779218472,3779218544,3773073288,44.63218,-124.30797,0,internal_timestamp,3.112999916,29,29,1564084488,32.47480011,29,29,0,13.05539989,29,29,3773073288
"('27',)",3.836889982,29,13,1024.443265,29,29,14,3779218472,3779218544,3773073288,44.63218,-124.30797,0,internal_timestamp,3.101000071,29,29,1564084488,32.47489929,29,29,0,13.06900024,29,29,3773073288
"('28',)",3.837610006,29,13,1024.44013,29,29,14,3779218472,3779218544,3773073288,44.63218,-124.30797,0,internal_timestamp,3.089999914,29,29,1564084488,32.47340012,29,29,0,13.0788002,29,29,3773073288
"('29',)",3.837830067,29,13,1024.43691,29,29,14,3779218472,3779218544,3773073288,44.63218,-124.30797,0,internal_timestamp,3.078999996,29,29,1564084488,32.47069931,29,29,0,13.08430004,29,29,3773073288
"('30',)",3.837899923,29,13,1024.434612,29,29,14,3779218472,3779218544,3773073288,44.63218,-124.30797,0,internal_timestamp,3.069000006,29,29,1564084488,32.46860123,29,29,0,13.08749962,29,29,3773073288
"('31',)",3.838079929,29,13,1024.433359,29,29,14,3779218472,3779218544,3773073288,44.63218,-124.30797,0,internal_timestamp,3.055000067,29,29,1564084488,32.46780014,29,29,0,13.09039974,29,29,3773073288
"('32',)",3.838409901,29,13,1024.432064,29,29,14,3779218472,3779218544,3773073288,44.63218,-124.30797,0,internal_timestamp,3.040999889,29,29,1564084488,32.46730042,29,29,0,13.09469986,29,29,3773073288
"('33',)",3.838700056,29,13,1024.430685,29,29,14,3779218472,3779218544,3773073288,44.63218,-124.30797,0,internal_timestamp,3.029999971,29,29,1564084488,32.46659851,29,29,0,13.09869957,29,29,3773073288
"('34',)",3.83874011,29,13,1024.429844,29,29,14,3779218472,3779218544,3773073288,44.63218,-124.30797,0,internal_timestamp,3.019999981,29,29,1564084488,32.46590042,29,29,0,13.10000038,29,29,3773073288
"('35',)",3.838530064,29,13,1024.430142,29,29,14,3779218472,3779218544,3773073289,44.63218,-124.30797,0,internal_timestamp,3.006999969,29,29,1564084489,32.46580124,29,29,0,13.09780025,29,29,3773073289
"('36',)",3.838190079,29,13,1024.431863,29,29,14,3779218472,3779218544,3773073289,44.63218,-124.30797,0,internal_timestamp,2.999000072,29,29,1564084489,32.46680069,29,29,0,13.09280014,29,29,3773073289
"('37',)",3.837800026,29,13,1024.434955,29,29,14,3779218472,3779218544,3773073289,44.63218,-124.30797,0,internal_timestamp,2.989000082,29,29,1564084489,32.46910095,29,29,0,13.08590031,29,29,3773073289
"('38',)",3.837470055,29,13,1024.439246,29,29,14,3779218472,3779218544,3773073289,44.63218,-124.30797,0,internal_timestamp,2.979000092,29,29,1564084489,32.47269821,29,29,0,13.07800007,29,29,3773073289
"('39',)",3.837239981,29,13,1024.444519,29,29,14,3779218472,3779218544,3773073289,44.63218,-124.30797,0,internal_timestamp,2.970999956,29,29,1564084489,32.47750092,29,29,1,13.06989956,29,29,3773073289
"('40',)",3.837069988,29,13,1024.449334,29,29,14,3779218472,3779218544,3773073289,44.63218,-124.30797,0,internal_timestamp,2.961999893,29,29,1564084489,32.48199844,29,29,0,13.06289959,29,29,3773073289
"('41',)",3.836950064,29,13,1024.451987,29,29,14,3779218472,3779218544,3773073289,44.63218,-124.30797,0,internal_timestamp,2.954999924,29,29,1564084489,32.4844017,29,29,0,13.05869961,29,29,3773073289
"('42',)",3.836859941,29,13,1024.452156,29,29,14,3779218472,3779218544,3773073289,44.63218,-124.30797,0,internal_timestamp,2.948999882,29,29,1564084489,32.4844017,29,29,0,13.05770016,29,29,3773073289
"('43',)",3.836790085,29,13,1024.450998,29,29,14,3779218472,3779218544,3773073289,44.63218,-124.30797,0,internal_timestamp,2.946000099,29,29,1564084489,32.48310089,29,29,0,13.05840015,29,29,3773073289
"('44',)",3.836780071,29,13,1024.450286,29,29,14,3779218472,3779218544,3773073289,44.63218,-124.30797,0,internal_timestamp,2.938999891,29,29,1564084489,32.48239899,29,29,0,13.05910015,29,29,3773073289
"('45',)",3.836879969,29,13,1024.450511,29,13,14,3779218472,3779218544,3773073289,44.63218,-124.30797,0,internal_timestamp,2.928999901,29,29,1564084489,32.48289871,29,29,0,13.05970001,29,29,3773073289
"('46',)",3.837039948,29,13,1024.450942,29,13,14,3779218472,3779218544,3773073289,44.63218,-124.30797,0,internal_timestamp,2.921999931,29,29,1564084489,32.4836998,29,29,0,13.06050015,29,29,3773073289
"('47',)",3.83720994,29,13,1024.450245,29,13,14,3779218472,3779218544,3773073289,44.63218,-124.30797,0,internal_timestamp,2.914999962,29,29,1564084489,32.48339844,29,29,0,13.06270027,29,29,3773073289
"('48',)",3.837340117,29,13,1024.448537,29,13,14,3779218472,3779218544,3773073289,44.63218,-124.30797,0,internal_timestamp,2.907000065,29,29,1564084489,32.48199844,29,29,0,13.06569958,29,29,3773073289
"('49',)",3.837490082,29,13,1024.446768,29,13,14,3779218472,3779218544,3773073289,44.63218,-124.30797,0,internal_timestamp,2.903000116,29,29,1564084489,32.48059845,29,29,0,13.06910038,29,29,3773073289
"('50',)",3.83769989,29,13,1024.444674,29,13,14,3779218472,3779218544,3773073289,44.63218,-124.30797,0,internal_timestamp,2.895999908,29,29,1564084489,32.47900009,29,29,0,13.07330036,29,29,3773073289
"('51',)",3.838020086,29,13,1024.44197,29,13,14,3779218472,3779218544,3773073290,44.63218,-124.30797,0,internal_timestamp,2.89199996,29,29,1564084490,32.47700119,29,29,0,13.07909966,29,29,3773073290
"('52',)",3.838350058,29,13,1024.438705,29,13,14,3779218472,3779218544,3773073290,44.63218,-124.30797,0,internal_timestamp,2.88499999,29,29,1564084490,32.47449875,29,29,0,13.08570004,29,29,3773073290
"('53',)",3.838609934,29,13,1024.435407,29,13,14,3779218472,3779218544,3773073290,44.63218,-124.30797,0,internal_timestamp,2.878000021,29,29,1564084490,32.47180176,29,29,0,13.0916996,29,29,3773073290
"('54',)",3.838779926,29,13,1024.433214,29,13,14,3779218472,3779218544,3773073290,44.63218,-124.30797,0,internal_timestamp,2.875,29,29,1564084490,32.47000122,29,29,0,13.09570026,29,29,3773073290
"('55',)",3.838880062,29,13,1024.432475,29,13,14,3779218472,3779218544,3773073290,44.63218,-124.30797,0,internal_timestamp,2.871000052,29,29,1564084490,32.4695015,29,29,0,13.09739971,29,29,3773073290
"('56',)",3.838929892,29,13,1024.432643,29,13,14,3779218472,3779218544,3773073290,44.63218,-124.30797,0,internal_timestamp,2.865999937,29,29,1564084490,32.46979904,29,29,1,13.09759998,29,29,3773073290
"('57',)",3.838949919,29,13,1024.433306,29,13,14,3779218472,3779218544,3773073290,44.63218,-124.30797,0,internal_timestamp,2.861999989,29,29,1564084490,32.47050095,29,29,0,13.09689999,29,29,3773073290
"('58',)",3.838880062,29,13,1024.434301,29,13,14,3779218472,3779218544,3773073290,44.63218,-124.30797,0,internal_timestamp,2.854000092,29,29,1564084490,32.47140121,29,29,0,13.09519959,29,29,3773073290
"('59',)",3.838700056,29,13,1024.435582,29,13,14,3779218472,3779218544,3773073290,44.63218,-124.30797,0,internal_timestamp,2.844000101,29,29,1564084490,32.47230148,29,29,0,13.09200001,29,29,3773073290
"('60',)",3.838310003,29,13,1024.436963,29,13,14,3779218472,3779218544,3773073290,44.63218,-124.30797,0,internal_timestamp,2.838000059,29,29,1564084490,32.47290039,29,29,0,13.08720016,29,29,3773073290
"('61',)",3.837729931,29,13,1024.438323,29,13,14,3779218472,3779218544,3773073290,44.63218,-124.30797,0,internal_timestamp,2.835000038,29,29,1564084490,32.47299957,29,29,0,13.08059978,29,29,3773073290
"('62',)",3.836970091,29,13,1024.439717,29,13,14,3779218472,3779218544,3773073290,44.63218,-124.30797,0,internal_timestamp,2.825000048,29,29,1564084490,32.47280121,29,29,0,13.07250023,29,29,3773073290
"('63',)",3.836129904,29,13,1024.440796,29,13,14,3779218472,3779218544,3773073290,44.63218,-124.30797,0,internal_timestamp,2.819000006,29,29,1564084490,32.4720993,29,29,0,13.06410027,29,29,3773073290
"('64',)",3.835520029,29,13,1024.441471,29,13,14,3779218472,3779218544,3773073290,44.63218,-124.30797,0,internal_timestamp,2.809999943,29,29,1564084490,32.4715004,29,29,0,13.05809975,29,29,3773073290
"('65',)",3.835510015,29,13,1024.441354,29,13,14,3779218472,3779218544,3773073290,44.63218,-124.30797,0,internal_timestamp,2.801000118,29,29,1564084490,32.47140121,29,29,0,13.05809975,29,29,3773073290
"('66',)",3.83630991,29,13,1024.440384,29,13,14,3779218472,3779218544,3773073290,44.63218,-124.30797,0,internal_timestamp,2.792999983,29,29,1564084490,32.47219849,29,29,0,13.06599998,29,29,3773073290
"('67',)",3.837719917,29,13,1024.4387,29,13,14,3779218472,3779218544,3773073291,44.63218,-124.30797,0,internal_timestamp,2.785000086,29,29,1564084491,32.47359848,29,29,0,13.07989979,29,29,3773073291
"('68',)",3.839309931,29,13,1024.436637,29,13,14,3779218472,3779218544,3773073291,44.63218,-124.30797,0,internal_timestamp,2.776000023,29,29,1564084491,32.47499847,29,29,0,13.09570026,29,29,3773073291
"('69',)",3.840630054,29,13,1024.434543,29,13,14,3779218472,3779218544,3773073291,44.63218,-124.30797,0,internal_timestamp,2.772000074,29,29,1564084491,32.47579956,29,29,0,13.1093998,29,29,3773073291
"('70',)",3.84149003,29,13,1024.43245,29,13,14,3779218472,3779218544,3773073291,44.63218,-124.30797,0,internal_timestamp,2.760999918,29,29,1564084491,32.4756012,29,29,0,13.11900043,29,29,3773073291
"('71',)",3.842000008,29,13,1024.430656,29,29,14,3779218472,3779218544,3773073291,44.63218,-124.30797,0,internal_timestamp,2.746000052,29,29,1564084491,32.47499847,29,29,0,13.12539959,29,29,3773073291
"('72',)",3.84243989,29,13,1024.42928,29,29,14,3779218472,3779218544,3773073291,44.63218,-124.30797,0,internal_timestamp,2.736000061,29,29,1564084491,32.47460175,29,29,0,13.13059998,29,29,3773073291
"('73',)",3.842910051,29,13,1024.428437,29,29,14,3779218472,3779218544,3773073291,44.63218,-124.30797,0,internal_timestamp,2.729000092,29,29,1564084491,32.47480011,29,29,0,13.13549995,29,29,3773073291
"('74',)",3.843430042,29,13,1024.427437,29,29,14,3779218472,3779218544,3773073291,44.63218,-124.30797,0,internal_timestamp,2.717999935,29,29,1564084491,32.47499847,29,29,0,13.14109993,29,29,3773073291
"('75',)",3.84401989,29,13,1024.425922,29,29,14,3779218472,3779218544,3773073291,44.63218,-124.30797,0,internal_timestamp,2.709000111,29,29,1564084491,32.47480011,29,29,0,13.14780045,29,29,3773073291
"('76',)",3.844559908,29,13,1024.424013,29,29,14,3779218472,3779218544,3773073291,44.63218,-124.30797,0,internal_timestamp,2.698999882,29,29,1564084491,32.47409821,29,29,0,13.15450001,29,29,3773073291
"('77',)",3.845020056,29,13,1024.421467,29,29,14,3779218472,3779218544,3773073291,44.63218,-124.30797,0,internal_timestamp,2.688999891,29,29,1564084491,32.47259903,29,29,0,13.16129971,29,29,3773073291
"('78',)",3.84555006,29,13,1024.419028,29,29,14,3779218472,3779218544,3773073291,44.63218,-124.30797,0,internal_timestamp,2.673000097,29,29,1564084491,32.47140121,29,29,0,13.16860008,29,29,3773073291
"('79',)",3.846019983,29,13,1024.417552,29,29,14,3779218472,3779218544,3773073291,44.63218,-124.30797,0,internal_timestamp,2.664000034,29,29,1564084491,32.47100067,29,29,0,13.17430019,29,29,3773073291
"('80',)",3.846129894,29,13,1024.416258,29,29,14,3779218472,3779218544,3773073291,44.63218,-124.30797,0,internal_timestamp,2.648999929,29,29,1564084491,32.47000122,29,29,0,13.17660046,29,29,3773073291
"('81',)",3.845959902,29,13,1024.415887,29,29,14,3779218472,3779218544,3773073291,44.63218,-124.30797,0,internal_timestamp,2.638999939,29,29,1564084491,32.46929932,29,29,0,13.17549992,29,29,3773073291
"('82',)",3.845469952,29,13,1024.416291,29,29,14,3779218472,3779218544,3773073291,44.63218,-124.30797,0,internal_timestamp,2.630000114,29,29,1564084491,32.46870041,29,29,0,13.17090034,29,29,3773073291
"('83',)",3.844850063,29,13,1024.416819,29,29,14,3779218472,3779218544,3773073292,44.63218,-124.30797,0,internal_timestamp,2.608999968,29,29,1564084492,32.4679985,29,29,0,13.16499996,29,29,3773073292
"('84',)",3.844409943,29,13,1024.41804,29,29,14,3779218472,3779218544,3773073292,44.63218,-124.30797,0,internal_timestamp,2.595999956,29,29,1564084492,32.46829987,29,29,0,13.15970039,29,29,3773073292
"('85',)",3.843980074,29,13,1024.420217,29,29,14,3779218472,3779218544,3773073292,44.63218,-124.30797,0,internal_timestamp,2.579999924,29,29,1564084492,32.46960068,29,29,0,13.15340042,29,29,3773073292
"('86',)",3.843250036,29,13,1024.422516,29,29,14,3779218472,3779218544,3773073292,44.63218,-124.30797,0,internal_timestamp,2.562999964,29,29,1564084492,32.47040176,29,29,0,13.14449978,29,29,3773073292
"('87',)",3.84239006,29,13,1024.425188,29,13,14,3779218472,3779218544,3773073292,44.63218,-124.30797,0,internal_timestamp,2.546999931,29,29,1564084492,32.47129822,29,29,0,13.13409996,29,29,3773073292
"('88',)",3.841530085,29,13,1024.427509,29,13,14,3779218472,3779218544,3773073292,44.63218,-124.30797,0,internal_timestamp,2.53399992,29,29,1564084492,32.47180176,29,29,0,13.1239996,29,29,3773073292
"('89',)",3.840820074,29,13,1024.429677,29,13,14,3779218472,3779218544,3773073292,44.63218,-124.30797,0,internal_timestamp,2.515000105,29,29,1564084492,32.47249985,29,29,0,13.11530018,29,29,3773073292
"('90',)",3.84029007,29,13,1024.431847,29,13,14,3779218472,3779218544,3773073292,44.63218,-124.30797,0,internal_timestamp,2.502000093,29,29,1564084492,32.47359848,29,29,0,13.10830021,29,29,3773073292
"('91',)",3.839920044,29,13,1024.433486,29,13,14,3779218472,3779218544,3773073292,44.63218,-124.30797,0,internal_timestamp,2.483999968,29,29,1564084492,32.47449875,29,29,0,13.10309982,29,29,3773073292
"('92',)",3.839720011,29,13,1024.433946,29,13,14,3779218472,3779218544,3773073292,44.63218,-124.30797,0,internal_timestamp,2.467999935,29,29,1564084492,32.47460175,29,29,0,13.10079956,29,29,3773073292
"('93',)",3.839629889,29,13,1024.433139,29,13,14,3779218472,3779218544,3773073292,44.63218,-124.30797,0,internal_timestamp,2.451999903,29,29,1564084492,32.47370148,29,29,0,13.10099983,29,29,3773073292
"('94',)",3.839659929,29,13,1024.431138,29,13,14,3779218472,3779218544,3773073292,44.63218,-124.30797,0,internal_timestamp,2.438999891,29,29,1564084492,32.47180176,29,29,0,13.10340023,29,29,3773073292
"('95',)",3.839829922,29,13,1024.429459,29,13,14,3779218472,3779218544,3773073292,44.63218,-124.30797,0,internal_timestamp,2.421000004,29,29,1564084492,32.47060013,29,29,0,13.10680008,29,29,3773073292
"('96',)",3.840090036,29,13,1024.429056,29,13,14,3779218472,3779218544,3773073292,44.63218,-124.30797,0,internal_timestamp,2.411000013,29,29,1564084492,32.47079849,29,29,1,13.1093998,29,29,3773073292
"('97',)",3.840379953,29,13,1024.429474,29,13,14,3779218472,3779218544,3773073292,44.63218,-124.30797,0,internal_timestamp,2.392999887,29,29,1564084492,32.47190094,29,29,0,13.11120033,29,29,3773073292
"('98',)",3.840670109,29,13,1024.430097,29,13,14,3779218472,3779218544,3773073292,44.63218,-124.30797,0,internal_timestamp,2.381999969,29,29,1564084492,32.47320175,29,29,0,13.11289978,29,29,3773073292
"('99',)",3.840759993,29,13,1024.430214,29,13,14,3779218472,3779218544,3773073293,44.63218,-124.30797,0,internal_timestamp,2.365999937,29,29,1564084493,32.47359848,29,29,0,13.11349964,29,29,3773073293
"('100',)",3.840549946,29,13,1024.4297,29,13,14,3779218472,3779218544,3773073293,44.63218,-124.30797,0,internal_timestamp,2.354000092,29,29,1564084493,32.47269821,29,29,0,13.11229992,29,29,3773073293
"('101',)",3.840219975,29,13,1024.429364,29,13,14,3779218472,3779218544,3773073293,44.63218,-124.30797,0,internal_timestamp,2.342000008,29,29,1564084493,32.47169876,29,29,1,13.10980034,29,29,3773073293
"('102',)",3.83987999,29,13,1024.42965,29,13,14,3779218472,3779218544,3773073293,44.63218,-124.30797,0,internal_timestamp,2.329999924,29,29,1564084493,32.47129822,29,29,0,13.10649967,29,29,3773073293
"('103',)",3.839570045,29,13,1024.430549,29,13,14,3779218472,3779218544,3773073293,44.63218,-124.30797,0,internal_timestamp,2.315999985,29,29,1564084493,32.47159958,29,29,0,13.10280037,29,29,3773073293
"('104',)",3.839400053,29,13,1024.431902,29,13,14,3779218472,3779218544,3773073293,44.63218,-124.30797,0,internal_timestamp,2.305000067,29,29,1564084493,32.47259903,29,29,0,13.09959984,29,29,3773073293
"('105',)",3.839380026,29,13,1024.433189,29,13,14,3779218472,3779218544,3773073293,44.63218,-124.30797,0,internal_timestamp,2.292999983,29,29,1564084493,32.47389984,29,29,0,13.09790039,29,29,3773073293
"('106',)",3.839430094,29,13,1024.433727,29,13,14,3779218472,3779218544,3773073293,44.63218,-124.30797,0,internal_timestamp,2.282999992,29,29,1564084493,32.47460175,29,29,0,13.09770012,29,29,3773073293
"('107',)",3.83949995,29,13,1024.433519,29,13,14,3779218472,3779218544,3773073293,44.63218,-124.30797,0,internal_timestamp,2.276000023,29,29,1564084493,32.47460175,29,29,0,13.09860039,29,29,3773073293
"('108',)",3.839540005,29,13,1024.432594,29,13,14,3779218472,3779218544,3773073293,44.63218,-124.30797,0,internal_timestamp,2.265000105,29,29,1564084493,32.47380066,29,29,0,13.09990025,29,29,3773073293
"('109',)",3.839529991,29,13,1024.431484,29,13,14,3779218472,3779218544,3773073293,44.63218,-124.30797,0,internal_timestamp,2.256000042,29,29,1564084493,32.47269821,29,29,0,13.10099983,29,29,3773073293
"('110',)",3.839440107,29,13,1024.42992,29,13,14,3779218472,3779218544,3773073293,44.63218,-124.30797,0,internal_timestamp,2.243999958,29,29,1564084493,32.47100067,29,29,0,13.10200024,29,29,3773073293
"('111',)",3.839319944,29,13,1024.428213,29,13,14,3779218472,3779218544,3773073293,44.63218,-124.30797,0,internal_timestamp,2.234999895,29,29,1564084493,32.46910095,29,29,0,13.10299969,29,29,3773073293
"('112',)",3.839210033,29,13,1024.426824,29,13,14,3779218472,3779218544,3773073293,44.63218,-124.30797,0,internal_timestamp,2.227999926,29,29,1564084493,32.46749878,29,29,0,13.10359955,29,29,3773073293
"('113',)",3.839159966,29,13,1024.425892,29,13,14,3779218472,3779218544,3773073293,44.63218,-124.30797,0,internal_timestamp,2.219000101,29,29,1564084493,32.46649933,29,29,0,13.10420036,29,29,3773073293
"('114',)",3.839129925,29,13,1024.425207,29,13,14,3779218472,3779218544,3773073293,44.63218,-124.30797,0,internal_timestamp,2.213000059,29,29,1564084493,32.46580124,29,29,0,13.10480022,29,29,3773073293
"('115',)",3.839139938,29,13,1024.424855,29,13,14,3779218472,3779218544,3773073294,44.63218,-124.30797,0,internal_timestamp,2.203999996,29,29,1564084494,32.46549988,29,29,0,13.10519981,29,29,3773073294
"('116',)",3.839129925,29,13,1024.424668,29,13,14,3779218472,3779218544,3773073294,44.63218,-124.30797,0,internal_timestamp,2.200999975,29,29,1564084494,32.46530151,29,29,0,13.10529995,29,29,3773073294
"('117',)",3.839119911,29,13,1024.425225,29,13,14,3779218472,3779218544,3773073294,44.63218,-124.30797,0,internal_timestamp,2.190999985,29,29,1564084494,32.46590042,29,29,0,13.10459995,29,29,3773073294
"('118',)",3.839159966,29,13,1024.42721,29,13,14,3779218472,3779218544,3773073294,44.63218,-124.30797,0,internal_timestamp,2.184000015,29,29,1564084494,32.4679985,29,29,0,13.1026001,29,29,3773073294
"('119',)",3.839319944,29,13,1024.430165,29,13,14,3779218472,3779218544,3773073294,44.63218,-124.30797,0,internal_timestamp,2.177000046,29,29,1564084494,32.47129822,29,29,0,13.10039997,29,29,3773073294
"('120',)",3.839489937,29,13,1024.433155,29,13,14,3779218472,3779218544,3773073294,44.63218,-124.30797,0,internal_timestamp,2.16899991,29,29,1564084494,32.47470093,29,29,0,13.09840012,29,29,3773073294
"('121',)",3.839590073,29,13,1024.43513,29,13,14,3779218472,3779218544,3773073294,44.63218,-124.30797,0,internal_timestamp,2.160000086,29,29,1564084494,32.47689819,29,29,0,13.09679985,29,29,3773073294
"('122',)",3.839570045,29,13,1024.435828,29,13,14,3779218472,3779218544,3773073294,44.63218,-124.30797,0,internal_timestamp,2.154999971,29,29,1564084494,32.4776001,29,29,0,13.09589958,29,29,3773073294
"('123',)",3.839430094,29,13,1024.435272,29,13,14,3779218472,3779218544,3773073294,44.63218,-124.30797,0,internal_timestamp,2.142999887,29,29,1564084494,32.47679901,29,29,0,13.09529972,29,29,3773073294
"('124',)",3.839179993,29,13,1024.433884,29,13,14,3779218472,3779218544,3773073294,44.63218,-124.30797,0,internal_timestamp,2.13499999,29,29,1564084494,32.47489929,29,29,1,13.09469986,29,29,3773073294
"('125',)",3.839020014,29,13,1024.432822,29,13,14,3779218472,3779218544,3773073294,44.63218,-124.30797,0,internal_timestamp,2.131000042,29,29,1564084494,32.4734993,29,29,0,13.09449959,29,29,3773073294
"('126',)",3.838959932,29,13,1024.432016,29,13,14,3779218472,3779218544,3773073294,44.63218,-124.30797,0,internal_timestamp,2.124000072,29,29,1564084494,32.47259903,29,29,0,13.09490013,29,29,3773073294
"('127',)",3.83901,29,13,1024.431469,29,13,14,3779218472,3779218544,3773073294,44.63218,-124.30797,0,internal_timestamp,2.11500001,29,29,1564084494,32.47219849,29,29,0,13.09589958,29,29,3773073294
"('128',)",3.839240074,29,13,1024.431389,29,13,14,3779218472,3779218544,3773073294,44.63218,-124.30797,0,internal_timestamp,2.102999926,29,29,1564084494,32.47269821,29,29,0,13.09799957,29,29,3773073294
"('129',)",3.839600086,29,13,1024.431378,29,13,14,3779218472,3779218544,3773073294,44.63218,-124.30797,0,internal_timestamp,2.094000101,29,29,1564084494,32.4734993,29,29,0,13.10099983,29,29,3773073294
