obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('15',)",3659645253,2,33.21459961,3724598993,3724598993,3659645253,0,internal_timestamp,531.8300171,15602,1450656453,5.309999943,3.321459961,34.12728377,1029.4076,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('16',)",3659645264,2,33.21500015,3724598993,3724598993,3659645264,0,internal_timestamp,530.9299927,23134,1450656464,5.310900211,3.321500015,34.12727737,1029.403345,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('17',)",3659645275,2,33.21770096,3724598993,3724598993,3659645275,0,internal_timestamp,529.9099731,19115,1450656475,5.315199852,3.321770096,34.12650964,1029.397496,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('18',)",3659645286,2,33.21920013,3724598993,3724598993,3659645286,0,internal_timestamp,528.9400024,21785,1450656486,5.317299843,3.321920013,34.12657566,1029.39282,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('19',)",3659645297,2,33.22050095,3724598993,3724598993,3659645297,0,internal_timestamp,527.9099731,23570,1450656497,5.320300102,3.322050095,34.12553257,1029.386877,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('20',)",3659645308,2,33.22340012,3724598993,3724598993,3659645308,0,internal_timestamp,526.9699707,19687,1450656508,5.324200153,3.322340012,34.12535635,1029.381913,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('21',)",3659645319,2,33.22710037,3724598993,3724598993,3659645319,0,internal_timestamp,525.8699951,15373,1450656519,5.329899788,3.322710037,34.12434974,1029.375325,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('22',)",3659645330,2,33.23659897,3724598993,3724598993,3659645330,0,internal_timestamp,524.7000122,20503,1450656530,5.342999935,3.323659897,34.12249202,1029.366779,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('23',)",3659645341,2,33.27310181,3724598993,3724598993,3659645341,0,internal_timestamp,523.5200195,26079,1450656541,5.394499779,3.327310181,34.11252664,1029.346774,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('24',)",3659645352,2,33.29410172,3724598993,3724598993,3659645352,0,internal_timestamp,522.0200195,18758,1450656552,5.421299934,3.329410172,34.1100632,1029.334432,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('25',)",3659645363,2,33.30179977,3724598993,3724598993,3659645363,0,internal_timestamp,520.6099854,23701,1450656563,5.431499958,3.330179977,34.10920725,1029.325946,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('26',)",3659645374,2,33.31240082,3724598993,3724598993,3659645374,0,internal_timestamp,519.3400269,28913,1450656574,5.445300102,3.331240082,34.1079426,1029.317306,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('27',)",3659645385,2,33.33390045,3724598993,3724598993,3659645385,0,internal_timestamp,518.0700073,22790,1450656585,5.474500179,3.333390045,34.10350064,1029.304134,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('28',)",3659645396,2,33.34289932,3724598993,3724598993,3659645396,0,internal_timestamp,516.8300171,28254,1450656596,5.486299992,3.334289932,34.10241952,1029.296036,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('29',)",3659645407,2,33.3628006,3724598993,3724598993,3659645407,0,internal_timestamp,515.6799927,24461,1450656607,5.511199951,3.33628006,34.10044317,1029.285915,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('30',)",3659645418,2,33.36539841,3724598993,3724598993,3659645418,0,internal_timestamp,514.539978,33071,1450656618,5.513999939,3.336539841,34.10113126,1029.280856,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('31',)",3659645429,2,33.36600113,3724598993,3724598993,3659645429,0,internal_timestamp,513.4099731,30276,1450656629,5.515200138,3.336600113,34.10116462,1029.275538,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('32',)",3659645440,2,33.36579895,3724598993,3724598993,3659645440,0,internal_timestamp,512.289978,36640,1450656640,5.515200138,3.336579895,34.10149126,1029.270655,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('33',)",3659645451,2,33.36700058,3724598993,3724598993,3659645451,0,internal_timestamp,511.1900024,32644,1450656651,5.516900063,3.336700058,34.1016851,1029.265535,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('34',)",3659645462,2,33.36719894,3724598993,3724598993,3659645462,0,internal_timestamp,510.1799927,28737,1450656662,5.517499924,3.336719894,34.10180614,1029.260916,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('35',)",3659645473,2,33.3728981,3724598993,3724598993,3659645473,0,internal_timestamp,509.2200012,34761,1450656673,5.525800228,3.33728981,34.10037097,1029.254283,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('36',)",3659645484,2,33.37260056,3724598993,3724598993,3659645484,0,internal_timestamp,508.2999878,32037,1450656684,5.525700092,3.337260056,34.1005912,1029.250248,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('37',)",3659645495,2,33.38150024,3724598993,3724598993,3659645495,0,internal_timestamp,507.2399902,44652,1450656695,5.53730011,3.338150024,34.09950652,1029.242996,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('38',)",3659645506,2,33.40039825,3724598993,3724598993,3659645506,0,internal_timestamp,506.0499878,33755,1450656706,5.563399792,3.340039825,34.09519378,1029.230684,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('39',)",3659645517,2,33.41699982,3724598993,3724598993,3659645517,0,internal_timestamp,504.7799988,39695,1450656717,5.584400177,3.341699982,34.09346027,1029.220707,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('40',)",3659645528,2,33.4197998,3724598993,3724598993,3659645528,0,internal_timestamp,503.5499878,45579,1450656728,5.587900162,3.34197998,34.0937136,1029.214795,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('41',)",3659645539,2,33.42160034,3724598993,3724598993,3659645539,0,internal_timestamp,502.2999878,42530,1450656739,5.590600014,3.342160034,34.09365101,1029.208649,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('42',)",3659645550,2,33.42419815,3724598993,3724598993,3659645550,0,internal_timestamp,501.1099854,39155,1450656750,5.594500065,3.342419815,34.09325172,1029.202353,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('43',)",3659645561,2,33.42539978,3724598993,3724598993,3659645561,0,internal_timestamp,500.1199951,45836,1450656761,5.596399784,3.342539978,34.09318842,1029.197506,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('44',)",3659645572,2,33.42739868,3724598993,3724598993,3659645572,0,internal_timestamp,499.1499939,48512,1450656772,5.599199772,3.342739868,34.09311073,1029.192619,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('45',)",3659645583,2,33.43190002,3724598993,3724598993,3659645583,0,internal_timestamp,498.1499939,49886,1450656783,5.605700016,3.343190002,34.09215184,1029.18641,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('46',)",3659645594,2,33.43870163,3724598993,3724598993,3659645594,0,internal_timestamp,497.1900024,46916,1450656794,5.614900112,3.343870163,34.09105663,1029.179919,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('47',)",3659645605,2,33.45510101,3724598993,3724598993,3659645605,0,internal_timestamp,496.0599976,42131,1450656805,5.636499882,3.345510101,34.08841509,1029.16978,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('48',)",3659645616,2,33.4618988,3724598993,3724598993,3659645616,0,internal_timestamp,495.0100098,49460,1450656816,5.645800114,3.34618988,34.0872583,1029.162811,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('49',)",3659645627,2,33.46689987,3724598993,3724598993,3659645627,0,internal_timestamp,494.1099854,46895,1450656827,5.651899815,3.346689987,34.08721821,1029.157836,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('50',)",3659645638,2,33.46680069,3724598993,3724598993,3659645638,0,internal_timestamp,493.3200073,52622,1450656838,5.651800156,3.346680069,34.08759761,1029.154521,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('51',)",3659645649,2,33.4715004,3724598993,3724598993,3659645649,0,internal_timestamp,492.5899963,47174,1450656849,5.658599854,3.34715004,34.0864268,1029.149343,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('52',)",3659645660,2,33.47539902,3724598993,3724598993,3659645660,0,internal_timestamp,491.7600098,52478,1450656860,5.663599968,3.347539902,34.08621186,1029.144697,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('53',)",3659645671,2,33.47809982,3724598993,3724598993,3659645671,0,internal_timestamp,490.8800049,59194,1450656871,5.667500019,3.347809982,34.08577454,1029.139794,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('54',)",3659645682,2,33.49200058,3724598993,3724598993,3659645682,0,internal_timestamp,489.8399963,52408,1450656882,5.686200142,3.349200058,34.08317856,1029.130482,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('55',)",3659645693,2,33.49940109,3724598993,3724598993,3659645693,0,internal_timestamp,488.75,57255,1450656893,5.695700169,3.349940109,34.08252014,1029.123693,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('56',)",3659645704,2,33.50120163,3724598993,3724598993,3659645704,0,internal_timestamp,487.7399902,52179,1450656904,5.69810009,3.350120163,34.0826392,1029.11883,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('57',)",3659645715,2,33.50419998,3724598993,3724598993,3659645715,0,internal_timestamp,486.6600037,56946,1450656915,5.702499866,3.350419998,34.0821336,1029.112887,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('58',)",3659645726,2,33.50839996,3724598993,3724598993,3659645726,0,internal_timestamp,485.6000061,52651,1450656926,5.708300114,3.350839996,34.08156644,1029.1068,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('59',)",3659645737,2,33.5102005,3724598993,3724598993,3659645737,0,internal_timestamp,484.6099854,61891,1450656937,5.710800171,3.35102005,34.08157464,1029.101929,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('60',)",3659645748,2,33.51810074,3724598993,3724598993,3659645748,0,internal_timestamp,483.6300049,56987,1450656948,5.721700192,3.351810074,34.08001625,1029.094747,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('61',)",3659645759,2,33.52000046,3724598993,3724598993,3659645759,0,internal_timestamp,482.5400085,65207,1450656959,5.724199772,3.352000046,34.08018622,1029.089543,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('62',)",3659645770,2,33.52180099,3724598993,3724598993,3659645770,0,internal_timestamp,481.2799988,59797,1450656970,5.727200031,3.352180099,34.07982442,1029.083074,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('63',)",3659645781,2,33.52259827,3724598993,3724598993,3659645781,0,internal_timestamp,479.8800049,57550,1450656981,5.729300022,3.352259827,34.07930445,1029.075957,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('64',)",3659645792,2,33.52280045,3724598993,3724598993,3659645792,0,internal_timestamp,478.6600037,64811,1450656992,5.731999874,3.352280045,34.07741988,1029.068512,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('65',)",3659645803,2,33.52019882,3724598993,3724598993,3659645803,0,internal_timestamp,477.519989,71320,1450657003,5.730899811,3.352019882,34.076152,1029.062427,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('66',)",3659645814,2,33.51649857,3724598993,3724598993,3659645814,0,internal_timestamp,476.1300049,68583,1450657014,5.729300022,3.351649857,34.0742695,1029.054777,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('67',)",3659645825,2,33.5177002,3724598993,3724598993,3659645825,0,internal_timestamp,474.730011,64332,1450657025,5.731200218,3.35177002,34.07440767,1029.048205,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('68',)",3659645836,2,33.51720047,3724598993,3724598993,3659645836,0,internal_timestamp,473.6300049,70830,1450657036,5.731400013,3.351720047,34.07418642,1029.042954,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('69',)",3659645847,2,33.51760101,3724598993,3724598993,3659645847,0,internal_timestamp,472.6199951,66880,1450657047,5.73239994,3.351760101,34.07413259,1029.038141,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('70',)",3659645858,2,33.51699829,3724598993,3724598993,3659645858,0,internal_timestamp,471.7399902,75614,1450657058,5.73210001,3.351699829,34.07418896,1029.034186,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('71',)",3659645869,2,33.51750183,3724598993,3724598993,3659645869,0,internal_timestamp,470.8800049,74552,1450657069,5.733099937,3.351750183,34.07417728,1029.030095,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('72',)",3659645880,2,33.51850128,3724598993,3724598993,3659645880,0,internal_timestamp,470.0100098,70650,1450657080,5.736400127,3.351850128,34.07241664,1029.024273,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('73',)",3659645891,2,33.51910019,3724598993,3724598993,3659645891,0,internal_timestamp,469.0700073,68964,1450657091,5.738500118,3.351910019,34.07144572,1029.018913,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('74',)",3659645902,2,33.51839828,3724598993,3724598993,3659645902,0,internal_timestamp,467.9899902,67734,1450657102,5.738100052,3.351839828,34.07158984,1029.014121,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('75',)",3659645913,2,33.51760101,3724598993,3724598993,3659645913,0,internal_timestamp,466.8599854,77702,1450657113,5.738699913,3.351760101,34.07064521,1029.008108,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('76',)",3659645924,2,33.51900101,3724598993,3724598993,3659645924,0,internal_timestamp,465.7099915,77178,1450657124,5.741399765,3.351900101,34.07007967,1029.002022,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('77',)",3659645935,2,33.52280045,3724598993,3724598993,3659645935,0,internal_timestamp,464.5599976,73812,1450657135,5.747000217,3.352280045,34.06930627,1028.995386,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('78',)",3659645946,2,33.52840042,3724598993,3724598993,3659645946,0,internal_timestamp,463.480011,82854,1450657146,5.756100178,3.352840042,34.06701183,1028.987406,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('79',)",3659645957,2,33.53160095,3724598993,3724598993,3659645957,0,internal_timestamp,462.4100037,82544,1450657157,5.762300015,3.353160095,34.06492022,1028.980018,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('80',)",3659645968,2,33.53720093,3724598993,3724598993,3659645968,0,internal_timestamp,461.480011,80800,1450657168,5.771100044,3.353720093,34.06285369,1028.972945,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('81',)",3659645979,2,33.53839874,3724598993,3724598993,3659645979,0,internal_timestamp,460.4899902,80375,1450657179,5.772600174,3.353839874,34.06318703,1028.968461,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('82',)",3659645990,2,33.53829956,3724598993,3724598993,3659645990,0,internal_timestamp,459.3399963,86704,1450657190,5.772699833,3.353829956,34.06354367,1028.963449,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('83',)",3659646001,2,33.53990173,3724598993,3724598993,3659646001,0,internal_timestamp,458.25,80637,1450657201,5.775700092,3.353990173,34.06287486,1028.957516,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('84',)",3659646012,2,33.54629898,3724598993,3724598993,3659646012,0,internal_timestamp,457.2099915,86872,1450657212,5.784800053,3.354629898,34.06146076,1028.950412,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('85',)",3659646023,2,33.55490112,3724598993,3724598993,3659646023,0,internal_timestamp,456.25,82214,1450657223,5.794700146,3.355490112,34.06168975,1028.944861,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('86',)",3659646034,2,33.55609894,3724598993,3724598993,3659646034,0,internal_timestamp,455.25,89759,1450657234,5.796000004,3.355609894,34.06222891,1028.94052,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('87',)",3659646045,2,33.56499863,3724598993,3724598993,3659646045,0,internal_timestamp,454.1900024,85174,1450657245,5.807799816,3.356499863,34.06093302,1028.933054,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('88',)",3659646056,2,33.56769943,3724598993,3724598993,3659646056,0,internal_timestamp,453.0599976,90430,1450657256,5.810299873,3.356769943,34.06202494,1028.928391,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('89',)",3659646067,2,33.57030106,3724598993,3724598993,3659646067,0,internal_timestamp,451.8399963,97407,1450657267,5.814599991,3.357030106,34.06124113,1028.921597,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('90',)",3659646078,2,33.57440186,3724598993,3724598993,3659646078,0,internal_timestamp,450.5599976,93679,1450657278,5.820300102,3.357440186,34.06077059,1028.914586,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('91',)",3659646089,2,33.5780983,3724598993,3724598993,3659646089,0,internal_timestamp,449.1499939,91162,1450657289,5.824500084,3.35780983,34.06141512,1028.908057,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('92',)",3659646100,2,33.58089828,3724598993,3724598993,3659646100,0,internal_timestamp,447.75,87996,1450657300,5.828299999,3.358089828,34.06144603,1028.901145,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('93',)",3659646111,2,33.57849884,3724598993,3724598993,3659646111,0,internal_timestamp,446.4899902,94837,1450657311,5.825799942,3.357849884,34.06187568,1028.896033,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('94',)",3659646122,2,33.58000183,3724598993,3724598993,3659646122,0,internal_timestamp,445.2600098,89153,1450657322,5.828199863,3.358000183,34.06176705,1028.889978,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('95',)",3659646133,2,33.57690048,3724598993,3724598993,3659646133,0,internal_timestamp,443.9500122,95493,1450657333,5.825699806,3.357690048,34.06143047,1028.884033,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('96',)",3659646144,2,33.57519913,3724598993,3724598993,3659646144,0,internal_timestamp,442.8200073,102430,1450657344,5.823900223,3.357519913,34.06187922,1028.879438,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('97',)",3659646155,2,33.58369827,3724598993,3724598993,3659646155,0,internal_timestamp,441.8200073,95618,1450657355,5.835800171,3.358369827,34.05999978,1028.871774,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('98',)",3659646166,2,33.58330154,3724598993,3724598993,3659646166,0,internal_timestamp,440.6700134,102511,1450657366,5.835000038,3.358330154,34.06092481,1028.867328,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('99',)",3659646177,2,33.58390045,3724598993,3724598993,3659646177,0,internal_timestamp,439.6199951,98350,1450657377,5.836100101,3.358390045,34.06101399,1028.86243,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('100',)",3659646188,2,33.58589935,3724598993,3724598993,3659646188,0,internal_timestamp,438.6799927,105638,1450657388,5.839399815,3.358589935,34.06041721,1028.857202,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('101',)",3659646199,2,33.59090042,3724598993,3724598993,3659646199,0,internal_timestamp,437.8599854,100864,1450657399,5.84649992,3.359090042,34.05932714,1028.851627,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('102',)",3659646210,2,33.59700012,3724598993,3724598993,3659646210,0,internal_timestamp,437.1600037,106091,1450657410,5.854100227,3.359700012,34.0589129,1028.847069,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('103',)",3659646221,2,33.5992012,3724598993,3724598993,3659646221,0,internal_timestamp,436.4500122,100225,1450657421,5.85710001,3.35992012,34.05873116,1028.843264,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('104',)",3659646232,2,33.59629822,3724598993,3724598993,3659646232,0,internal_timestamp,435.6400146,104887,1450657432,5.853700161,3.359629822,34.05927527,1028.840428,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('105',)",3659646243,2,33.5965004,3724598993,3724598993,3659646243,0,internal_timestamp,434.6799927,109133,1450657443,5.854300022,3.35965004,34.05937527,1028.836018,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('106',)",3659646254,2,33.59600067,3724598993,3724598993,3659646254,0,internal_timestamp,433.75,114204,1450657454,5.854100227,3.359600067,34.05947275,1028.831851,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('107',)",3659646265,2,33.60219955,3724598993,3724598993,3659646265,0,internal_timestamp,432.8399963,109623,1450657465,5.861800194,3.360219955,34.0591735,1028.826405,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('108',)",3659646276,2,33.63359833,3724598993,3724598993,3659646276,0,internal_timestamp,432.1199951,112672,1450657476,5.899199963,3.363359833,34.05733804,1028.816637,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('109',)",3659646287,2,33.63750076,3724598993,3724598993,3659646287,0,internal_timestamp,431.4299927,107961,1450657487,5.904200077,3.363750076,34.05705279,1028.812573,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('110',)",3659646298,2,33.65179825,3724598993,3724598993,3659646298,0,internal_timestamp,430.8099976,114909,1450657498,5.924900055,3.365179825,34.05267733,1028.803498,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('111',)",3659646309,2,33.64920044,3724598993,3724598993,3659646309,0,internal_timestamp,430.3800049,109378,1450657509,5.91989994,3.364920044,34.05498255,1028.804011,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('112',)",3659646320,2,33.6576004,3724598993,3724598993,3659646320,0,internal_timestamp,429.8599854,115557,1450657520,5.931200027,3.36576004,34.05335223,1028.79882,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('113',)",3659646331,2,33.65940094,3724598993,3724598993,3659646331,0,internal_timestamp,429.3299866,119466,1450657531,5.933700085,3.365940094,34.05313113,1028.795876,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('114',)",3659646342,2,33.66030121,3724598993,3724598993,3659646342,0,internal_timestamp,428.7600098,130614,1450657542,5.934500217,3.366030121,34.05362208,1028.793538,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
