obs,time,deployment,conductivity,driver_timestamp,ext_volt0,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,pressure_temp,temperature,seawater_temperature,seawater_pressure,seawater_conductivity,practical_salinity,corrected_dissolved_oxygen,density,seawater_temperature_qc_executed,seawater_temperature_qc_results,seawater_pressure_qc_executed,seawater_pressure_qc_results,seawater_conductivity_qc_executed,seawater_conductivity_qc_results,corrected_dissolved_oxygen_qc_executed,corrected_dissolved_oxygen_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('653',)",3786999053,5,1350446,3786999053,24123,3786999055,0,3786999053,port_timestamp,709566,25105,452701,7.261622397,187.9575796,3.452185189,33.81057286,199.7192235,1027.312419,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('654',)",3786999054,5,1350444,3786999054,24124,3786999055,0,3786999054,port_timestamp,709581,25106,452700,7.261682564,187.9736017,3.452171907,33.81036183,199.7309143,1027.312318,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('655',)",3786999055,5,1350443,3786999055,24117,3786999060,0,3786999055,port_timestamp,709594,25105,452701,7.261622397,187.9875282,3.452165269,33.81034165,199.6527452,1027.312375,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('656',)",3786999056,5,1350440,3786999056,24127,3786999060,0,3786999056,port_timestamp,709606,25105,452703,7.261502063,188.0003633,3.452145345,33.81023616,199.7664555,1027.312368,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('657',)",3786999057,5,1350439,3786999057,24125,3786999060,0,3786999057,port_timestamp,709610,25105,452703,7.261502063,188.0046417,3.452138703,33.81016181,199.7441457,1027.312329,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('658',)",3786999058,5,1350437,3786999058,24129,3786999060,0,3786999058,port_timestamp,709613,25105,452703,7.261502063,188.0078505,3.452125418,33.81001567,199.7894987,1027.312229,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('659',)",3786999059,5,1350438,3786999059,24127,3786999060,0,3786999059,port_timestamp,709609,25108,452703,7.261502063,188.0035068,3.452132059,33.81009005,199.76675,1027.312268,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('660',)",3786999060,5,1350437,3786999060,24128,3786999065,0,3786999060,port_timestamp,709600,25109,452702,7.26156223,187.9938587,3.452125412,33.80996358,199.777659,1027.312115,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('661',)",3786999061,5,1350435,3786999061,24127,3786999065,0,3786999061,port_timestamp,709588,25109,452703,7.261502063,187.9810236,3.452112122,33.80988388,199.7664755,1027.312002,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('662',)",3786999062,5,1350435,3786999062,24134,3786999065,0,3786999062,port_timestamp,709577,25109,452702,7.26156223,187.9692581,3.452112118,33.80983072,199.8448075,1027.311898,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('663',)",3786999063,5,1350433,3786999063,24134,3786999065,0,3786999063,port_timestamp,709565,25106,452704,7.261441896,187.9564883,3.452098829,33.80980976,199.8450968,1027.31184,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('664',)",3786999064,5,1350432,3786999064,24132,3786999065,0,3786999064,port_timestamp,709556,25106,452704,7.261441896,187.9468619,3.452092182,33.80974206,199.8224208,1027.311743,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('665',)",3786999065,5,1350433,3786999065,24129,3786999070,0,3786999065,port_timestamp,709550,25105,452703,7.261502063,187.9404662,3.452098823,33.80975864,199.7881472,1027.311718,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('666',)",3786999066,5,1350435,3786999066,24125,3786999070,0,3786999066,port_timestamp,709548,25105,452701,7.261622397,187.938327,3.452112107,33.80978672,199.742409,1027.311713,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('667',)",3786999067,5,1350436,3786999067,24137,3786999070,0,3786999067,port_timestamp,709547,25106,452700,7.261682564,187.9372356,3.452118749,33.80980077,199.877236,1027.31171,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('668',)",3786999068,5,1350437,3786999068,24122,3786999070,0,3786999068,port_timestamp,709553,25105,452699,7.261742732,187.9436749,3.452125394,33.80981123,199.7081323,1027.311739,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('669',)",3786999069,5,1350440,3786999069,24134,3786999070,0,3786999069,port_timestamp,709560,25107,452699,7.261742732,187.9511185,3.452145326,33.81002458,199.8431791,1027.311941,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('670',)",3786999070,5,1350439,3786999070,24133,3786999075,0,3786999070,port_timestamp,709567,25107,452696,7.261923234,187.9586057,3.452138683,33.80977239,199.8315974,1027.311752,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('671',)",3786999071,5,1350437,3786999071,24130,3786999075,0,3786999071,port_timestamp,709577,25108,452697,7.261863066,187.9692798,3.452125401,33.80968146,199.7985052,1027.311738,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('672',)",3786999072,5,1350435,3786999072,24136,3786999075,0,3786999072,port_timestamp,709587,25109,452699,7.261742732,187.979954,3.452112119,33.8096493,199.8669966,1027.311779,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('673',)",3786999073,5,1350432,3786999073,24140,3786999075,0,3786999073,port_timestamp,709592,25107,452698,7.261802899,187.9853455,3.452092191,33.80937105,199.9123059,1027.311576,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('674',)",3786999074,5,1350432,3786999074,24134,3786999075,0,3786999074,port_timestamp,709597,25109,452699,7.261742732,187.9906499,3.452092193,33.80942729,199.845068,1027.311654,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('675',)",3786999075,5,1350434,3786999075,24140,3786999080,0,3786999075,port_timestamp,709598,25108,452699,7.261742732,187.9917413,3.45210548,33.80957137,199.9124697,1027.311772,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('676',)",3786999076,5,1350435,3786999076,24140,3786999080,0,3786999076,port_timestamp,709598,25108,452700,7.261682564,187.9917413,3.452112124,33.80970245,199.9125708,1027.311883,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('677',)",3786999077,5,1350436,3786999077,24135,3786999080,0,3786999077,port_timestamp,709593,25110,452698,7.261802899,187.9863498,3.452118764,33.80965978,199.8555882,1027.311808,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('678',)",3786999078,5,1350434,3786999078,24135,3786999080,0,3786999078,port_timestamp,709586,25108,452697,7.261863066,187.9789062,3.452105474,33.80945996,199.8553969,1027.311608,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('679',)",3786999079,5,1350436,3786999079,24135,3786999080,0,3786999079,port_timestamp,709576,25108,452697,7.261863066,187.9682102,3.452118757,33.80960967,199.8549032,1027.311677,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('680',)",3786999080,5,1350437,3786999080,24135,3786999085,0,3786999080,port_timestamp,709563,25108,452696,7.261923234,187.9543055,3.452125395,33.80962984,199.8542239,1027.31162,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('681',)",3786999081,5,1350435,3786999081,24141,3786999085,0,3786999081,port_timestamp,709551,25108,452697,7.261863066,187.9414704,3.452112105,33.80955013,199.9218886,1027.311507,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('682',)",3786999082,5,1350436,3786999082,24137,3786999085,0,3786999082,port_timestamp,709545,25107,452697,7.261863066,187.9350746,3.452118746,33.80962549,199.8765581,1027.311537,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('683',)",3786999083,5,1350436,3786999083,24132,3786999085,0,3786999083,port_timestamp,709540,25108,452696,7.261923234,187.9297049,3.452118744,33.80956928,199.8198896,1027.311459,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('684',)",3786999084,5,1350443,3786999084,24135,3786999085,0,3786999084,port_timestamp,709542,25109,452695,7.261983402,187.9318223,3.452165246,33.81001561,199.852789,1027.311811,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('685',)",3786999085,5,1350445,3786999085,24138,3786999090,0,3786999085,port_timestamp,709546,25108,452690,7.262284242,187.9361225,3.452178531,33.8098643,199.8854472,1027.311669,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('686',)",3786999086,5,1350448,3786999086,24135,3786999090,0,3786999086,port_timestamp,709555,25111,452690,7.262284242,187.9456835,3.452198464,33.81007664,199.8515898,1027.31188,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('687',)",3786999087,5,1350445,3786999087,24136,3786999090,0,3786999087,port_timestamp,709564,25111,452688,7.262404579,187.9553098,3.452178536,33.80973759,199.8630111,1027.31164,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('688',)",3786999088,5,1350445,3786999088,24137,3786999090,0,3786999088,port_timestamp,709572,25109,452689,7.262344411,187.9639101,3.452178539,33.80979226,199.8747086,1027.311731,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('689',)",3786999089,5,1350443,3786999089,24133,3786999090,0,3786999089,port_timestamp,709577,25109,452690,7.262284242,187.9692581,3.452165255,33.80970387,199.8302127,1027.311695,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('690',)",3786999090,5,1350443,3786999090,24137,3786999095,0,3786999090,port_timestamp,709576,25106,452686,7.262524916,187.9682538,3.452165252,33.80946927,199.8744139,1027.311472,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('691',)",3786999091,5,1350444,3786999091,24139,3786999095,0,3786999091,port_timestamp,709573,25106,452687,7.262464748,187.965045,3.452171895,33.80960187,199.8969582,1027.31157,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('692',)",3786999092,5,1350443,3786999092,24136,3786999095,0,3786999092,port_timestamp,709566,25107,452685,7.262585085,187.9575361,3.452165248,33.80941561,199.8626606,1027.311372,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('693',)",3786999093,5,1350446,3786999093,24134,3786999095,0,3786999093,port_timestamp,709554,25107,452683,7.262705423,187.944701,3.452185172,33.8095211,199.839063,1027.311378,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('694',)",3786999094,5,1350447,3786999094,24134,3786999095,0,3786999094,port_timestamp,709542,25109,452678,7.26300627,187.9318223,3.452191808,33.80930569,199.837583,1027.311107,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('695',)",3786999095,5,1350450,3786999095,24135,3786999100,0,3786999095,port_timestamp,709529,25108,452673,7.26330712,187.9179394,3.45221173,33.80923536,199.8471283,1027.310945,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('696',)",3786999096,5,1350455,3786999096,24134,3786999100,0,3786999096,port_timestamp,709520,25106,452667,7.263668143,187.9083566,3.452244939,33.80924879,199.8338409,1027.31086,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('697',)",3786999097,5,1350457,3786999097,24131,3786999100,0,3786999097,port_timestamp,709520,25106,452662,7.263968998,187.9083566,3.452258222,33.80909953,199.798804,1027.310699,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('698',)",3786999098,5,1350458,3786999098,24135,3786999100,0,3786999098,port_timestamp,709523,25105,452659,7.264149513,187.9115872,3.452264865,33.80899397,199.843216,1027.310605,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('699',)",3786999099,5,1350458,3786999099,24135,3786999100,0,3786999099,port_timestamp,709531,25105,452664,7.263848656,187.9201439,3.452264871,33.80928375,199.8444763,1027.310915,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('700',)",3786999100,5,1350460,3786999100,24132,3786999105,0,3786999100,port_timestamp,709543,25106,452663,7.263908827,187.9329572,3.452278161,33.80936345,199.8106048,1027.311028,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('701',)",3786999101,5,1350459,3786999101,24139,3786999105,0,3786999101,port_timestamp,709558,25105,452662,7.263968998,187.9490229,3.452271522,33.80922471,199.8897713,1027.310984,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('702',)",3786999102,5,1350456,3786999102,24130,3786999105,0,3786999102,port_timestamp,709574,25104,452667,7.263668143,187.9661582,3.452251601,33.8092935,199.7902036,1027.31116,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('703',)",3786999103,5,1350453,3786999103,24134,3786999105,0,3786999103,port_timestamp,709586,25104,452667,7.263668143,187.9789933,3.452231676,33.80907047,199.8359138,1027.311044,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('704',)",3786999104,5,1350452,3786999104,24130,3786999105,0,3786999104,port_timestamp,709591,25104,452670,7.263487631,187.9843412,3.452225036,33.80917193,199.7917268,1027.311174,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('705',)",3786999105,5,1350452,3786999105,24134,3786999110,0,3786999105,port_timestamp,709591,25104,452672,7.26336729,187.9843412,3.452225038,33.80928948,199.8371954,1027.311284,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('706',)",3786999106,5,1350452,3786999106,24133,3786999110,0,3786999106,port_timestamp,709585,25105,452671,7.26342746,187.9779019,3.452225035,33.80923378,199.8255551,1027.311202,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('707',)",3786999107,5,1350452,3786999107,24131,3786999110,0,3786999107,port_timestamp,709572,25105,452672,7.26336729,187.9639972,3.452225031,33.80929919,199.8028684,1027.311198,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('708',)",3786999108,5,1350455,3786999108,24140,3786999110,0,3786999108,port_timestamp,709557,25105,452668,7.263607972,187.9479533,3.452244953,33.80928866,199.9026725,1027.311081,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('709',)",3786999109,5,1350457,3786999109,24140,3786999110,0,3786999109,port_timestamp,709540,25104,452663,7.263908827,187.929792,3.45225823,33.80914807,199.9009468,1027.310844,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('710',)",3786999110,5,1350461,3786999110,24136,3786999115,0,3786999110,port_timestamp,709523,25105,452658,7.264209685,187.9115872,3.452284794,33.80915209,199.8539547,1027.310721,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('711',)",3786999111,5,1350463,3786999111,24136,3786999115,0,3786999111,port_timestamp,709510,25105,452650,7.264691063,187.8976825,3.45229807,33.80883315,199.8517206,1027.310338,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('712',)",3786999112,5,1350465,3786999112,24139,3786999115,0,3786999112,port_timestamp,709505,25105,452649,7.264751235,187.8923345,3.452311355,33.80892152,199.8849505,1027.310374,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('713',)",3786999113,5,1350468,3786999113,24141,3786999115,0,3786999113,port_timestamp,709502,25105,452646,7.264931754,187.8891258,3.452331282,33.80896363,199.9064534,1027.310366,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('714',)",3786999114,5,1350470,3786999114,24140,3786999115,0,3786999114,port_timestamp,709507,25105,452645,7.264991928,187.8944737,3.45234457,33.8090469,199.8949123,1027.310448,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('715',)",3786999115,5,1350469,3786999115,24143,3786999120,0,3786999115,port_timestamp,709517,25104,452645,7.264991928,187.9051914,3.45233793,33.80896948,199.9290902,1027.310436,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('716',)",3786999116,5,1350469,3786999116,24139,3786999120,0,3786999116,port_timestamp,709530,25105,452644,7.265052101,187.9190743,3.452337934,33.80890408,199.8841964,1027.31044,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('717',)",3786999117,5,1350467,3786999117,24142,3786999120,0,3786999117,port_timestamp,709546,25107,452647,7.264871581,187.9361442,3.452324655,33.80892766,199.9192689,1027.310563,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('718',)",3786999118,5,1350476,3786999118,24143,3786999120,0,3786999118,port_timestamp,709563,25107,452643,7.265112274,187.9543273,3.452384448,33.80933456,199.9292297,1027.310931,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('719',)",3786999119,5,1350477,3786999119,24147,3786999120,0,3786999119,port_timestamp,709577,25109,452636,7.265533491,187.9692581,3.452391092,33.80898831,199.9731203,1027.310668,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('720',)",3786999120,5,1350477,3786999120,24149,3786999125,0,3786999120,port_timestamp,709586,25110,452635,7.265593665,187.9788626,3.452391094,33.80892496,199.9956926,1027.310653,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('721',)",3786999121,5,1350479,3786999121,24149,3786999125,0,3786999121,port_timestamp,709593,25110,452633,7.265714014,187.9863498,3.452404382,33.80894843,199.9952638,1027.310689,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('722',)",3786999122,5,1350480,3786999122,24145,3786999125,0,3786999122,port_timestamp,709595,25110,452631,7.265834363,187.9884889,3.452411025,33.80890216,199.9497478,1027.310645,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('723',)",3786999123,5,1350483,3786999123,24154,3786999125,0,3786999123,port_timestamp,709591,25110,452628,7.266014888,187.9842106,3.452430952,33.80894477,200.0500628,1027.310633,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('724',)",3786999124,5,1350486,3786999124,24147,3786999125,0,3786999124,port_timestamp,709583,25108,452624,7.26625559,187.9756974,3.452450877,33.80893062,199.9698511,1027.310548,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('725',)",3786999125,5,1350487,3786999125,24149,3786999130,0,3786999125,port_timestamp,709571,25108,452621,7.266436117,187.9628623,3.452457514,33.80883273,199.9913111,1027.310387,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('726',)",3786999126,5,1350489,3786999126,24152,3786999130,0,3786999126,port_timestamp,709557,25110,452618,7.266616645,187.9478444,3.452470794,33.80880817,200.0238701,1027.310273,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('727',)",3786999127,5,1350489,3786999127,24150,3786999130,0,3786999127,port_timestamp,709547,25108,452618,7.266616645,187.9371921,3.45247079,33.80881325,200.0010637,1027.310228,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('728',)",3786999128,5,1350485,3786999128,24146,3786999130,0,3786999128,port_timestamp,709538,25108,452619,7.266556468,187.9275657,3.452444214,33.80858744,199.9563897,1027.310015,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('729',)",3786999129,5,1350485,3786999129,24141,3786999130,0,3786999129,port_timestamp,709529,25109,452621,7.266436117,187.9179176,3.452444212,33.80870959,199.9002355,1027.310084,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('730',)",3786999130,5,1350484,3786999130,24142,3786999135,0,3786999130,port_timestamp,709528,25108,452623,7.266315765,187.9168698,3.45243757,33.80875534,199.9119907,1027.310132,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('731',)",3786999131,5,1350483,3786999131,24141,3786999135,0,3786999131,port_timestamp,709531,25108,452626,7.266135239,187.9200786,3.452430929,33.80885784,199.9015395,1027.310253,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('732',)",3786999132,5,1350479,3786999132,24136,3786999135,0,3786999132,port_timestamp,709536,25109,452630,7.265894538,187.9254048,3.45240436,33.8088012,199.846617,1027.310267,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('733',)",3786999133,5,1350480,3786999133,24142,3786999135,0,3786999133,port_timestamp,709546,25108,452632,7.265774189,187.9361225,3.452411008,33.80898593,199.9147854,1027.310479,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('734',)",3786999134,5,1350481,3786999134,24148,3786999135,0,3786999134,port_timestamp,709555,25107,452629,7.265954713,187.9457706,3.452417653,33.8088773,199.9818903,1027.310412,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('735',)",3786999135,5,1350484,3786999135,24146,3786999140,0,3786999135,port_timestamp,709562,25107,452625,7.266195414,187.9532577,3.452437583,33.80885552,199.9584156,1027.310395,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('736',)",3786999136,5,1350485,3786999136,24142,3786999140,0,3786999136,port_timestamp,709567,25108,452623,7.266315765,187.9585839,3.452444227,33.80880773,199.9129843,1027.310365,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('737',)",3786999137,5,1350487,3786999137,24155,3786999140,0,3786999137,port_timestamp,709567,25109,452620,7.266496292,187.9585621,3.452457512,33.80877601,200.0585676,1027.310314,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('738',)",3786999138,5,1350488,3786999138,24150,3786999140,0,3786999138,port_timestamp,709567,25111,452619,7.266556468,187.9585186,3.452464155,33.80878955,200.0019391,1027.310316,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('739',)",3786999139,5,1350490,3786999139,24152,3786999140,0,3786999139,port_timestamp,709566,25111,452617,7.266676821,187.957449,3.45247744,33.8088171,200.0238103,1027.310315,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('740',)",3786999140,5,1350489,3786999140,24146,3786999145,0,3786999140,port_timestamp,709563,25110,452617,7.266676821,187.954262,3.452470795,33.80874633,199.9562555,1027.310245,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('741',)",3786999141,5,1350490,3786999141,24146,3786999145,0,3786999141,port_timestamp,709558,25110,452615,7.266797174,187.948914,3.452477436,33.80870363,199.9555944,1027.310169,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('742',)",3786999142,5,1350491,3786999142,24147,3786999145,0,3786999142,port_timestamp,709556,25109,452614,7.26685735,187.9467966,3.452484078,33.80871816,199.9664882,1027.310163,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('743',)",3786999143,5,1350492,3786999143,24144,3786999145,0,3786999143,port_timestamp,709559,25109,452616,7.266736997,187.9500054,3.452490724,33.80890647,199.9330928,1027.310342,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('744',)",3786999144,5,1350490,3786999144,24144,3786999145,0,3786999144,port_timestamp,709561,25108,452615,7.266797174,187.9521663,3.452477437,33.80870208,199.9331546,1027.310183,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('745',)",3786999145,5,1350487,3786999145,24138,3786999150,0,3786999145,port_timestamp,709564,25107,452618,7.266616645,187.9553969,3.452457509,33.80865997,199.866602,1027.310191,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('746',)",3786999146,5,1350487,3786999146,24147,3786999150,0,3786999146,port_timestamp,709566,25105,452619,7.266556468,187.9575796,3.452457511,33.8087177,199.9682319,1027.310255,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('747',)",3786999147,5,1350488,3786999147,24143,3786999150,0,3786999147,port_timestamp,709562,25105,452619,7.266556468,187.9533013,3.452464153,33.80879204,199.9229619,1027.310294,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('748',)",3786999148,5,1350489,3786999148,24142,3786999150,0,3786999148,port_timestamp,709554,25107,452617,7.266676821,187.944701,3.452470792,33.80875089,199.9109524,1027.310205,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('749',)",3786999149,5,1350490,3786999149,24143,3786999150,0,3786999149,port_timestamp,709544,25107,452614,7.26685735,187.9340051,3.45247743,33.80865197,199.9212061,1027.310052,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('750',)",3786999150,5,1350492,3786999150,24141,3786999155,0,3786999150,port_timestamp,709531,25111,452614,7.26685735,187.9200133,3.452490712,33.80880324,199.8981001,1027.310106,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('751',)",3786999151,5,1350494,3786999151,24143,3786999155,0,3786999151,port_timestamp,709520,25112,452612,7.266977704,187.908226,3.452503994,33.80883591,199.9196887,1027.310061,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('752',)",3786999152,5,1350500,3786999152,24145,3786999155,0,3786999152,port_timestamp,709510,25110,452604,7.267459122,187.8975736,3.452543846,33.80880457,199.9396409,1027.309918,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('753',)",3786999153,5,1350500,3786999153,24146,3786999155,0,3786999153,port_timestamp,709508,25110,452601,7.267639655,187.8954345,3.452543843,33.80862927,199.9502257,1027.309745,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('754',)",3786999154,5,1350496,3786999154,24141,3786999155,0,3786999154,port_timestamp,709515,25109,452601,7.267639655,187.9029434,3.452517272,33.80833651,199.8945351,1027.309549,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('755',)",3786999155,5,1350495,3786999155,24142,3786999160,0,3786999155,port_timestamp,709531,25108,452606,7.267338767,187.9200786,3.452510637,33.8085499,199.9073903,1027.309839,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('756',)",3786999156,5,1350498,3786999156,24139,3786999160,0,3786999156,port_timestamp,709556,25108,452607,7.267278589,187.9468184,3.452530577,33.8088128,199.8741966,1027.310177,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('757',)",3786999157,5,1350496,3786999157,24141,3786999160,0,3786999157,port_timestamp,709584,25107,452606,7.267338767,187.9767887,3.4525173,33.80859512,199.8975165,1027.310135,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('758',)",3786999158,5,1350496,3786999158,24137,3786999160,0,3786999158,port_timestamp,709612,25106,452609,7.267158235,188.0067591,3.452517312,33.80875714,199.8538765,1027.310425,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('759',)",3786999159,5,1350494,3786999159,24136,3786999160,0,3786999159,port_timestamp,709631,25106,452610,7.267098058,188.0270814,3.452504032,33.80866162,199.843568,1027.310452,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('760',)",3786999160,5,1350492,3786999160,24141,3786999165,0,3786999160,port_timestamp,709639,25104,452612,7.266977704,188.0356817,3.452490749,33.80863047,199.9007345,1027.310485,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('761',)",3786999161,5,1350491,3786999161,24137,3786999165,0,3786999161,port_timestamp,709638,25105,452614,7.26685735,188.0345903,3.452484107,33.80867625,199.8561743,1027.310533,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('762',)",3786999162,5,1350492,3786999162,24140,3786999165,0,3786999162,port_timestamp,709624,25105,452617,7.266676821,188.019616,3.452490747,33.80893201,199.8900834,1027.310691,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
