obs,time,deployment,conductivity,driver_timestamp,ext_volt0,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,pressure_temp,temperature,seawater_temperature,seawater_pressure,seawater_conductivity,practical_salinity,corrected_dissolved_oxygen,density,seawater_temperature_qc_executed,seawater_temperature_qc_results,seawater_pressure_qc_executed,seawater_pressure_qc_results,seawater_conductivity_qc_executed,seawater_conductivity_qc_results,corrected_dissolved_oxygen_qc_executed,corrected_dissolved_oxygen_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('0',)",3786998400,5,1350497,3786998400,24149,3786998403,0,3786998400,port_timestamp,709516,25116,452581,7.268843238,187.9038607,3.452523902,33.80723289,199.9804107,1027.308514,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('1',)",3786998401,5,1350504,3786998401,24148,3786998403,0,3786998401,port_timestamp,709485,25117,452571,7.269445045,187.8706816,3.452570389,33.80716703,199.9654609,1027.308224,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('2',)",3786998402,5,1350506,3786998402,24150,3786998403,0,3786998402,port_timestamp,709464,25117,452561,7.270046864,187.8482202,3.452583662,33.8067346,199.9851095,1027.307695,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('3',)",3786998403,5,1350510,3786998403,24161,3786998408,0,3786998403,port_timestamp,709457,25117,452554,7.270468143,187.840733,3.452610229,33.80661592,200.1069177,1027.307507,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('4',)",3786998404,5,1350510,3786998404,24155,3786998408,0,3786998404,port_timestamp,709468,25117,452552,7.27058851,187.8524985,3.452610232,33.80649276,200.0392431,1027.307447,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('5',)",3786998405,5,1350500,3786998405,24159,3786998408,0,3786998405,port_timestamp,709492,25117,452557,7.270287594,187.8781687,3.452543808,33.80605148,200.0870635,1027.307261,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('6',)",3786998406,5,1350495,3786998406,24155,3786998408,0,3786998406,port_timestamp,709528,25118,452570,7.269505227,187.9166523,3.452510612,33.8064357,200.0462544,1027.307852,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('7',)",3786998407,5,1350500,3786998407,24160,3786998408,0,3786998407,port_timestamp,709574,25118,452578,7.269023779,187.9658535,3.452543851,33.80724385,200.104991,1027.308781,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('8',)",3786998408,5,1350510,3786998408,24152,3786998413,0,3786998408,port_timestamp,709616,25118,452578,7.269023779,188.0107763,3.452610302,33.80794532,200.0150176,1027.309539,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('9',)",3786998409,5,1350509,3786998409,24154,3786998413,0,3786998409,port_timestamp,709650,25121,452580,7.268903418,188.0470772,3.452603671,33.80797325,200.0390199,1027.309745,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('10',)",3786998410,5,1350511,3786998410,24156,3786998413,0,3786998410,port_timestamp,709669,25120,452581,7.268843238,188.0674212,3.452616966,33.8081669,200.0620765,1027.309999,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('11',)",3786998411,5,1350514,3786998411,24158,3786998413,0,3786998411,port_timestamp,709670,25121,452579,7.268963599,188.0684691,3.452636896,33.80826573,200.0838964,1027.310064,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('12',)",3786998412,5,1350513,3786998412,24163,3786998413,0,3786998412,port_timestamp,709654,25121,452582,7.268783058,188.0513556,3.452630248,33.80837793,200.1404846,1027.3101,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('13',)",3786998413,5,1350507,3786998413,24162,3786998418,0,3786998413,port_timestamp,709624,25119,452582,7.268783058,188.0193113,3.452590376,33.80795947,200.1290129,1027.309624,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('14',)",3786998414,5,1350504,3786998414,24163,3786998418,0,3786998414,port_timestamp,709584,25119,452579,7.268963599,187.9765277,3.45257043,33.8075867,200.1388426,1027.309108,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('15',)",3786998415,5,1350511,3786998415,24160,3786998418,0,3786998415,port_timestamp,709540,25118,452564,7.269866317,187.9294874,3.452616909,33.80723358,200.0999638,1027.308486,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('16',)",3786998416,5,1350513,3786998416,24152,3786998418,0,3786998416,port_timestamp,709501,25117,452551,7.270648693,187.887795,3.452630173,33.806634,200.0058635,1027.307711,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('17',)",3786998417,5,1350512,3786998417,24163,3786998418,0,3786998417,port_timestamp,709471,25114,452549,7.27076906,187.8557726,3.452623518,33.80645945,200.1285895,1027.30741,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('18',)",3786998418,5,1350513,3786998418,24159,3786998423,0,3786998418,port_timestamp,709454,25113,452551,7.270648693,187.8376113,3.452630157,33.80665796,200.0833721,1027.307499,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('19',)",3786998419,5,1350514,3786998419,24158,3786998423,0,3786998419,port_timestamp,709453,25115,452546,7.270949612,187.8364982,3.452636797,33.80643691,200.0709389,1027.307278,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('20',)",3786998420,5,1350515,3786998420,24158,3786998423,0,3786998420,port_timestamp,709467,25118,452546,7.270949612,187.8514072,3.452643445,33.80650208,200.0712262,1027.307397,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('21',)",3786998421,5,1350513,3786998421,24153,3786998423,0,3786998421,port_timestamp,709495,25121,452550,7.270708877,187.8812906,3.452630171,33.80657834,200.0167466,1027.307629,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('22',)",3786998422,5,1350508,3786998422,24158,3786998423,0,3786998422,port_timestamp,709532,25122,452561,7.270046864,187.9208437,3.452596973,33.80684452,200.0769082,1027.308114,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('23',)",3786998423,5,1350509,3786998423,24154,3786998428,0,3786998423,port_timestamp,709564,25121,452570,7.269505227,187.9550923,3.452603634,33.80742942,200.0345222,1027.308809,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('24',)",3786998424,5,1350510,3786998424,24163,3786998428,0,3786998424,port_timestamp,709594,25119,452572,7.269384864,187.9872236,3.45261029,33.80760392,200.1370376,1027.309111,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('25',)",3786998425,5,1350513,3786998425,24151,3786998428,0,3786998425,port_timestamp,709614,25118,452574,7.269264502,188.0086372,3.452630229,33.80792812,200.0025524,1027.309481,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('26',)",3786998426,5,1350517,3786998426,24153,3786998428,0,3786998426,port_timestamp,709624,25119,452575,7.269204321,188.0193113,3.452656807,33.80827097,200.0251416,1027.309808,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('27',)",3786998427,5,1350513,3786998427,24157,3786998428,0,3786998427,port_timestamp,709624,25122,452573,7.269324683,188.0192461,3.452630232,33.80786428,200.0701984,1027.309471,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('28',)",3786998428,5,1350519,3786998428,24164,3786998433,0,3786998428,port_timestamp,709612,25122,452564,7.269866317,188.006411,3.452670083,33.80777519,200.1461933,1027.309265,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('29',)",3786998429,5,1350523,3786998429,24158,3786998433,0,3786998429,port_timestamp,709590,25121,452549,7.27076906,187.9829017,3.45269664,33.80719395,200.0744684,1027.308571,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('30',)",3786998430,5,1350524,3786998430,24163,3786998433,0,3786998430,port_timestamp,709564,25122,452543,7.271130165,187.9550706,3.45270327,33.80692688,200.1286935,1027.308181,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('31',)",3786998431,5,1350526,3786998431,24157,3786998433,0,3786998431,port_timestamp,709534,25121,452536,7.271551458,187.9230046,3.452716542,33.80667534,200.058615,1027.307776,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('32',)",3786998432,5,1350524,3786998432,24154,3786998433,0,3786998432,port_timestamp,709506,25123,452533,7.271732014,187.8930126,3.452703243,33.80636876,200.0236298,1027.307371,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('33',)",3786998433,5,1350520,3786998433,24161,3786998438,0,3786998433,port_timestamp,709482,25127,452536,7.271551458,187.8672555,3.452676662,33.80626822,200.1028266,1027.3072,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('34',)",3786998434,5,1350522,3786998434,24161,3786998438,0,3786998434,port_timestamp,709468,25126,452542,7.271190349,187.852303,3.452689948,33.80677258,200.1034636,1027.307579,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('35',)",3786998435,5,1350524,3786998435,24155,3786998438,0,3786998435,port_timestamp,709465,25125,452541,7.271250534,187.8491159,3.452703234,33.8068599,200.0353911,1027.307625,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('36',)",3786998436,5,1350523,3786998436,24151,3786998438,0,3786998436,port_timestamp,709469,25120,452543,7.271130165,187.8535029,3.452696593,33.80690307,199.9909808,1027.307696,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('37',)",3786998437,5,1350521,3786998437,24160,3786998438,0,3786998437,port_timestamp,709484,25117,452545,7.271009796,187.869612,3.452683312,33.80686835,200.0933864,1027.30776,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('38',)",3786998438,5,1350521,3786998438,24162,3786998443,0,3786998438,port_timestamp,709506,25118,452547,7.270889428,187.8931213,3.452683321,33.80697468,200.1169445,1027.307969,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('39',)",3786998439,5,1350525,3786998439,24165,3786998443,0,3786998439,port_timestamp,709533,25120,452544,7.27106998,187.9219567,3.452709903,33.80707375,200.1504444,1027.308153,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('40',)",3786998440,5,1350525,3786998440,24159,3786998443,0,3786998440,port_timestamp,709560,25123,452541,7.271250534,187.9507705,3.452709911,33.80688367,200.0830127,1027.30811,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('41',)",3786998441,5,1350530,3786998441,24166,3786998443,0,3786998441,port_timestamp,709585,25124,452537,7.271491273,187.9774886,3.452743135,33.80699726,200.1611901,1027.308288,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('42',)",3786998442,5,1350536,3786998442,24163,3786998443,0,3786998442,port_timestamp,709603,25122,452532,7.271792199,187.9967847,3.452783,33.8071279,200.1262417,1027.308436,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('43',)",3786998443,5,1350534,3786998443,24171,3786998448,0,3786998443,port_timestamp,709616,25120,452528,7.272032942,188.0107329,3.452769715,33.80674157,200.2160852,1027.308162,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('44',)",3786998444,5,1350534,3786998444,24168,3786998448,0,3786998444,port_timestamp,709618,25121,452526,7.272153314,188.0128503,3.452769714,33.80662301,200.1819417,1027.308061,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('45',)",3786998445,5,1350534,3786998445,24164,3786998448,0,3786998445,port_timestamp,709612,25120,452524,7.272273687,188.0064545,3.452769711,33.80650852,200.1363122,1027.307925,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('46',)",3786998446,5,1350533,3786998446,24167,3786998448,0,3786998446,port_timestamp,709598,25120,452525,7.272213501,187.9914802,3.452763063,33.80650215,200.1700149,1027.30786,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('47',)",3786998447,5,1350537,3786998447,24167,3786998448,0,3786998447,port_timestamp,709579,25122,452520,7.272514434,187.9711145,3.452789627,33.80650715,200.1680166,1027.307727,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('48',)",3786998448,5,1350547,3786998448,24161,3786998453,0,3786998448,port_timestamp,709557,25119,452512,7.272995932,187.9476487,3.452856052,33.80677101,200.0971111,1027.307757,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('49',)",3786998449,5,1350563,3786998449,24169,3786998453,0,3786998449,port_timestamp,709536,25120,452503,7.273537626,187.9251655,3.452962339,33.80740934,200.1830444,1027.308078,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('50',)",3786998450,5,1350555,3786998450,24173,3786998453,0,3786998450,port_timestamp,709519,25122,452493,7.274139519,187.906939,3.452909176,33.80625199,200.2263819,1027.306999,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('51',)",3786998451,5,1350542,3786998451,24172,3786998453,0,3786998451,port_timestamp,709510,25119,452506,7.27335706,187.8973779,3.452822812,33.80608092,200.2189435,1027.306933,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('52',)",3786998452,5,1350545,3786998452,24174,3786998453,0,3786998452,port_timestamp,709510,25118,452509,7.273176496,187.8973996,3.452842745,33.8064741,200.2417701,1027.307267,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('53',)",3786998453,5,1350541,3786998453,24170,3786998458,0,3786998453,port_timestamp,709518,25119,452510,7.273116308,187.9059346,3.452816174,33.80623965,200.1975826,1027.307131,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('54',)",3786998454,5,1350539,3786998454,24163,3786998458,0,3786998454,port_timestamp,709531,25118,452514,7.272875557,187.919861,3.452802894,33.80632353,200.1201631,1027.307295,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('55',)",3786998455,5,1350539,3786998455,24158,3786998458,0,3786998455,port_timestamp,709547,25118,452514,7.272875557,187.9369745,3.4528029,33.80631537,200.0643083,1027.307368,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('56',)",3786998456,5,1350541,3786998456,24157,3786998458,0,3786998456,port_timestamp,709562,25119,452517,7.272694995,187.9529966,3.452816194,33.80662862,200.0538793,1027.307713,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('57',)",3786998457,5,1350545,3786998457,24162,3786998458,0,3786998457,port_timestamp,709576,25117,452510,7.273116308,187.9680144,3.452842769,33.80649917,200.1087071,1027.30762,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('58',)",3786998458,5,1350550,3786998458,24161,3786998463,0,3786998458,port_timestamp,709586,25114,452503,7.273537626,187.9787756,3.452875987,33.80644403,200.095749,1027.307566,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('59',)",3786998459,5,1350554,3786998459,24153,3786998463,0,3786998459,port_timestamp,709588,25115,452499,7.273778382,187.980893,3.45290256,33.80649706,200.0044634,1027.307583,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('60',)",3786998460,5,1350557,3786998460,24161,3786998463,0,3786998460,port_timestamp,709585,25115,452492,7.274199708,187.9776842,3.452922486,33.80630402,200.0926985,1027.307356,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('61',)",3786998461,5,1350558,3786998461,24165,3786998463,0,3786998461,port_timestamp,709576,25118,452485,7.274621041,187.9679927,3.452929122,33.8059695,200.1359295,1027.306988,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('62',)",3786998462,5,1350563,3786998462,24166,3786998463,0,3786998462,port_timestamp,709564,25120,452481,7.274861804,187.9551141,3.452962334,33.80610196,200.1454912,1027.306999,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('63',)",3786998463,5,1350564,3786998463,24166,3786998468,0,3786998463,port_timestamp,709550,25120,452476,7.275162761,187.9401398,3.452968969,33.80588751,200.1439535,1027.306718,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('64',)",3786998464,5,1350565,3786998464,24168,3786998468,0,3786998464,port_timestamp,709539,25118,452474,7.275283145,187.9284178,3.452975608,33.80584784,200.1656448,1027.306616,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('65',)",3786998465,5,1350567,3786998465,24159,3786998468,0,3786998465,port_timestamp,709533,25116,452472,7.275403529,187.9220437,3.452988892,33.80587789,200.0635047,1027.306593,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('66',)",3786998466,5,1350564,3786998466,24166,3786998468,0,3786998466,port_timestamp,709533,25116,452473,7.275343337,187.9220437,3.452968961,33.80571982,200.1428541,1027.306477,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('67',)",3786998467,5,1350564,3786998467,24169,3786998468,0,3786998467,port_timestamp,709539,25117,452477,7.275102569,187.9284395,3.452968966,33.80595187,200.1776341,1027.306724,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('68',)",3786998468,5,1350564,3786998468,24162,3786998473,0,3786998468,port_timestamp,709549,25120,452475,7.275222953,187.9390702,3.452968968,33.80582925,200.0986754,1027.306659,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('69',)",3786998469,5,1350560,3786998469,24168,3786998473,0,3786998469,port_timestamp,709563,25123,452479,7.274982187,187.9539793,3.452942401,33.8057681,200.1678862,1027.306714,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('70',)",3786998470,5,1350561,3786998470,24172,3786998473,0,3786998470,port_timestamp,709576,25125,452481,7.274861804,187.9678405,3.45294905,33.80595132,200.2136038,1027.306939,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('71',)",3786998471,5,1350564,3786998471,24172,3786998473,0,3786998471,port_timestamp,709587,25122,452480,7.274921995,187.9796712,3.452968985,33.80610375,200.2133905,1027.307104,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('72',)",3786998472,5,1350566,3786998472,24168,3786998473,0,3786998472,port_timestamp,709591,25119,452477,7.275102569,187.9840148,3.452982272,33.80606991,200.1676279,1027.307072,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('73',)",3786998473,5,1350564,3786998473,24163,3786998478,0,3786998473,port_timestamp,709591,25115,452474,7.275283145,187.9841018,3.452968983,33.80574898,200.1109168,1027.306794,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('74',)",3786998474,5,1350567,3786998474,24164,3786998478,0,3786998474,port_timestamp,709583,25113,452475,7.275222953,187.9755886,3.452988912,33.80602867,200.1218421,1027.306983,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('75',)",3786998475,5,1350568,3786998475,24168,3786998478,0,3786998475,port_timestamp,709568,25113,452474,7.275283145,187.9595447,3.45299555,33.80604983,200.1661481,1027.306918,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('76',)",3786998476,5,1350568,3786998476,24176,3786998478,0,3786998476,port_timestamp,709547,25116,452472,7.275403529,187.937018,3.452995541,33.80594303,200.2552238,1027.306713,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('77',)",3786998477,5,1350568,3786998477,24170,3786998478,0,3786998477,port_timestamp,709528,25116,452469,7.275584105,187.9166958,3.452995532,33.8057764,200.1865018,1027.306463,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('78',)",3786998478,5,1350568,3786998478,24166,3786998483,0,3786998478,port_timestamp,709509,25115,452466,7.275764683,187.8963953,3.452995524,33.80560976,200.1403022,1027.306213,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('79',)",3786998479,5,1350568,3786998479,24169,3786998483,0,3786998479,port_timestamp,709496,25116,452466,7.275764683,187.8824688,3.452995519,33.80561641,200.173716,1027.306154,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('80',)",3786998480,5,1350569,3786998480,24165,3786998483,0,3786998480,port_timestamp,709493,25116,452467,7.27570449,187.8792601,3.453002162,33.805749,200.1286908,1027.306252,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('81',)",3786998481,5,1350567,3786998481,24169,3786998483,0,3786998481,port_timestamp,709499,25118,452467,7.27570449,187.8856341,3.452988877,33.80560139,200.1741129,1027.306165,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('82',)",3786998482,5,1350568,3786998482,24171,3786998483,0,3786998482,port_timestamp,709515,25117,452471,7.275463721,187.9027693,3.452995529,33.8059006,200.1978095,1027.306514,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('83',)",3786998483,5,1350567,3786998483,24173,3786998488,0,3786998483,port_timestamp,709535,25115,452471,7.275463721,187.9242046,3.452988892,33.80581809,200.2210024,1027.306547,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('84',)",3786998484,5,1350567,3786998484,24171,3786998488,0,3786998484,port_timestamp,709564,25115,452472,7.275403529,187.9552228,3.452988903,33.80586206,200.1995074,1027.306733,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('85',)",3786998485,5,1350564,3786998485,24165,3786998488,0,3786998485,port_timestamp,709591,25115,452475,7.275222953,187.9841018,3.452968983,33.80580776,200.1336455,1027.306849,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('86',)",3786998486,5,1350564,3786998486,24169,3786998488,0,3786998486,port_timestamp,709613,25118,452476,7.275162761,188.0075676,3.452968992,33.80585533,200.179515,1027.307003,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('87',)",3786998487,5,1350565,3786998487,24171,3786998488,0,3786998487,port_timestamp,709626,25119,452476,7.275162761,188.0214505,3.45297564,33.80592099,200.202297,1027.307118,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('88',)",3786998488,5,1350564,3786998488,24165,3786998493,0,3786998488,port_timestamp,709630,25117,452477,7.275102569,188.0257724,3.452968998,33.80590542,200.1351596,1027.307134,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('89',)",3786998489,5,1350566,3786998489,24172,3786998493,0,3786998489,port_timestamp,709623,25118,452476,7.275162761,188.0182635,3.452982283,33.80599479,200.2133676,1027.307161,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('90',)",3786998490,5,1350567,3786998490,24167,3786998493,0,3786998490,port_timestamp,709603,25117,452475,7.275222953,187.9968934,3.452988919,33.8060185,200.1561864,1027.307073,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('91',)",3786998491,5,1350567,3786998491,24169,3786998493,0,3786998491,port_timestamp,709575,25119,452471,7.275463721,187.9669013,3.452988906,33.80579771,200.177087,1027.306727,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('92',)",3786998492,5,1350569,3786998492,24163,3786998493,0,3786998492,port_timestamp,709545,25120,452467,7.27570449,187.9347918,3.453002181,33.8057225,200.107635,1027.306486,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('93',)",3786998493,5,1350567,3786998493,24160,3786998498,0,3786998493,port_timestamp,709514,25120,452466,7.275764683,187.9016345,3.452988881,33.80553498,200.0729836,1027.306178,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('94',)",3786998494,5,1350566,3786998494,24166,3786998498,0,3786998494,port_timestamp,709487,25121,452464,7.275885069,187.8727338,3.452982227,33.80535894,200.1394753,1027.30589,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('95',)",3786998495,5,1350565,3786998495,24157,3786998498,0,3786998495,port_timestamp,709469,25120,452468,7.275644298,187.8535029,3.452975579,33.80553094,200.0385591,1027.305971,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('96',)",3786998496,5,1350567,3786998496,24168,3786998498,0,3786998496,port_timestamp,709465,25120,452467,7.27570449,187.8492246,3.452988865,33.80561877,200.1618916,1027.306012,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('97',)",3786998497,5,1350568,3786998497,24166,3786998498,0,3786998497,port_timestamp,709471,25120,452466,7.275764683,187.8556421,3.45299551,33.80562921,200.1392268,1027.306041,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('98',)",3786998498,5,1350567,3786998498,24170,3786998503,0,3786998498,port_timestamp,709488,25119,452465,7.275824876,187.8738469,3.452988872,33.80548947,200.1846476,1027.306006,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('99',)",3786998499,5,1350567,3786998499,24171,3786998503,0,3786998499,port_timestamp,709510,25119,452468,7.275644298,187.8973779,3.452988881,33.80565456,200.1971512,1027.30627,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('100',)",3786998500,5,1350565,3786998500,24163,3786998503,0,3786998500,port_timestamp,709539,25122,452472,7.275403529,187.9283308,3.452975607,33.80573033,200.1089249,1027.306506,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('101',)",3786998501,5,1350565,3786998501,24161,3786998503,0,3786998501,port_timestamp,709565,25121,452472,7.275403529,187.9561619,3.452975616,33.80571705,200.0871379,1027.306623,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('102',)",3786998502,5,1350567,3786998502,24173,3786998503,0,3786998502,port_timestamp,709585,25120,452474,7.275283145,187.9775755,3.452988912,33.80596894,200.2230334,1027.306937,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('103',)",3786998503,5,1350567,3786998503,24168,3786998508,0,3786998503,port_timestamp,709598,25119,452473,7.275343337,187.9915019,3.452988916,33.80590352,200.1668902,1027.306941,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('104',)",3786998504,5,1350567,3786998504,24173,3786998508,0,3786998504,port_timestamp,709601,25117,452472,7.275403529,187.9947542,3.452988916,33.80584319,200.2230721,1027.3069,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('105',)",3786998505,5,1350568,3786998505,24171,3786998508,0,3786998505,port_timestamp,709595,25118,452470,7.275523913,187.9883149,3.452995557,33.805801,200.19986,1027.30682,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('106',)",3786998506,5,1350569,3786998506,24168,3786998508,0,3786998506,port_timestamp,709581,25120,452469,7.275584105,187.9732971,3.453002195,33.80582167,200.1653684,1027.306758,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('107',)",3786998507,5,1350568,3786998507,24168,3786998508,0,3786998507,port_timestamp,709564,25119,452466,7.275764683,187.9551358,3.452995543,33.80558173,200.1643732,1027.306461,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('108',)",3786998508,5,1350566,3786998508,24169,3786998513,0,3786998508,port_timestamp,709543,25119,452467,7.27570449,187.9326744,3.452982248,33.80550666,200.1754604,1027.306307,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
"('109',)",3786998509,5,1350564,3786998509,24171,3786998513,0,3786998509,port_timestamp,709525,25119,452467,7.27570449,187.9134218,3.452968954,33.80537128,200.1976855,1027.306112,29,29,29,29,29,13,29,29,29,13,29,29,45.83049,-129.75326
