obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('0',)",3692375685.95,4,3.65251994133,3716294610.04,3716294611.79,3692375685.95,0.0,internal_timestamp,67.4100036621,1483386885.95,33.4067993164,0,9.96300029755,1026.02430773,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('1',)",3692375686.01,4,3.65251994133,3716294610.04,3716294611.79,3692375686.01,0.0,internal_timestamp,67.4100036621,1483386886.01,33.4067993164,0,9.96300029755,1026.02430773,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('2',)",3692375686.07,4,3.65250992775,3716294610.04,3716294611.79,3692375686.07,0.0,internal_timestamp,67.4079971313,1483386886.07,33.4066009521,0,9.96319961548,1026.02411029,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('3',)",3692375686.14,4,3.65250992775,3716294610.04,3716294611.79,3692375686.14,0.0,internal_timestamp,67.408996582,1483386886.14,33.4063987732,0,9.96339988708,1026.0239234,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4',)",3692375686.2,4,3.65250992775,3716294610.04,3716294611.79,3692375686.2,0.0,internal_timestamp,67.408996582,1483386886.2,33.4061012268,0,9.96370029449,1026.02364069,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('5',)",3692375686.26,4,3.65251994133,3716294610.04,3716294611.79,3692375686.26,0.0,internal_timestamp,67.4079971313,1483386886.26,33.4058990479,0,9.96399974823,1026.02342801,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('6',)",3692375686.32,4,3.65251994133,3716294610.04,3716294611.79,3692375686.32,0.0,internal_timestamp,67.4049987793,1483386886.32,33.4054985046,0,9.96440029144,1026.02303446,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('7',)",3692375686.39,4,3.65252995491,3716294610.04,3716294611.79,3692375686.39,0.0,internal_timestamp,67.4049987793,1483386886.39,33.4053001404,0,9.96469974518,1026.02282929,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8',)",3692375686.45,4,3.65254998207,3716294610.04,3716294611.79,3692375686.45,0.0,internal_timestamp,67.4049987793,1483386886.45,33.4052009583,0,9.96500015259,1026.02270134,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('9',)",3692375686.51,4,3.65254998207,3716294610.04,3716294611.8,3692375686.51,0.0,internal_timestamp,67.4069976807,1483386886.51,33.4051017761,0,9.96520042419,1026.02259934,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('10',)",3692375686.57,4,3.65254998207,3716294610.04,3716294611.8,3692375686.57,0.0,internal_timestamp,67.4069976807,1483386886.58,33.4051017761,0,9.96520042419,1026.02259934,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('11',)",3692375686.64,4,3.65254998207,3716294610.04,3716294611.8,3692375686.64,0.0,internal_timestamp,67.4039993286,1483386886.64,33.4051017761,0,9.96520042419,1026.0225857,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('12',)",3692375686.7,4,3.65253996849,3716294610.04,3716294611.8,3692375686.7,0.0,internal_timestamp,67.4069976807,1483386886.7,33.4052009583,0,9.96500015259,1026.02271043,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('13',)",3692375686.76,4,3.65252995491,3716294610.04,3716294611.8,3692375686.76,0.0,internal_timestamp,67.4049987793,1483386886.76,33.4052009583,0,9.96479988098,1026.02273506,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('14',)",3692375686.82,4,3.65251994133,3716294610.04,3716294611.8,3692375686.82,0.0,internal_timestamp,67.4029998779,1483386886.82,33.4053001404,0,9.96469974518,1026.0228202,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('15',)",3692375686.89,4,3.65250992775,3716294610.04,3716294611.8,3692375686.89,0.0,internal_timestamp,67.4039993286,1483386886.89,33.4052009583,0,9.96469974518,1026.02274737,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('16',)",3692375686.95,4,3.65250992775,3716294610.04,3716294611.8,3692375686.95,0.0,internal_timestamp,67.4020004272,1483386886.95,33.4053001404,0,9.96459960938,1026.02283251,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('17',)",3692375687.01,4,3.65250992775,3716294610.04,3716294611.8,3692375687.01,0.0,internal_timestamp,67.4020004272,1483386887.01,33.4054985046,0,9.96430015564,1026.02303768,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('18',)",3692375687.07,4,3.65251994133,3716294610.04,3716294611.8,3692375687.07,0.0,internal_timestamp,67.4010009766,1483386887.07,33.4058990479,0,9.96399974823,1026.02339619,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('19',)",3692375687.14,4,3.65252995491,3716294610.04,3716294611.8,3692375687.14,0.0,internal_timestamp,67.4020004272,1483386887.14,33.4062995911,0,9.96360015869,1026.02378048,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('20',)",3692375687.2,4,3.65251994133,3716294610.04,3716294611.8,3692375687.2,0.0,internal_timestamp,67.4029998779,1483386887.2,33.4066009521,0,9.96319961548,1026.02408756,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('21',)",3692375687.26,4,3.65250992775,3716294610.04,3716294611.8,3692375687.26,0.0,internal_timestamp,67.4039993286,1483386887.26,33.4070014954,0,9.96269989014,1026.02448871,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('22',)",3692375687.32,4,3.65247988701,3716294610.04,3716294611.8,3692375687.32,0.0,internal_timestamp,67.4029998779,1483386887.33,33.4071998596,0,9.96220016479,1026.02472304,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('23',)",3692375687.39,4,3.65247011185,3716294610.04,3716294611.8,3692375687.39,0.0,internal_timestamp,67.4020004272,1483386887.39,33.4075012207,0,9.96170043945,1026.02503772,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('24',)",3692375687.45,4,3.65246009827,3716294610.04,3716294611.8,3692375687.45,0.0,internal_timestamp,67.3990020752,1483386887.45,33.4077987671,0,9.96129989624,1026.02532364,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('25',)",3692375687.51,4,3.65245008469,3716294610.04,3716294611.8,3692375687.51,0.0,internal_timestamp,67.4029998779,1483386887.51,33.4081001282,0,9.9609003067,1026.02564419,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('26',)",3692375687.57,4,3.65243005753,3716294610.04,3716294611.8,3692375687.57,0.0,internal_timestamp,67.4020004272,1483386887.57,33.4082984924,0,9.96049976349,1026.02586182,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('27',)",3692375687.64,4,3.65242004395,3716294610.04,3716294611.8,3692375687.64,0.0,internal_timestamp,67.4000015259,1483386887.64,33.4085006714,0,9.96000003815,1026.02609457,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('28',)",3692375687.7,4,3.6523900032,3716294610.04,3716294611.8,3692375687.7,0.0,internal_timestamp,67.3970031738,1483386887.7,33.4086990356,0,9.95960044861,1026.02630294,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('29',)",3692375687.76,4,3.65236997604,3716294610.04,3716294611.8,3692375687.76,0.0,internal_timestamp,67.3980026245,1483386887.76,33.4086990356,0,9.9593000412,1026.02635805,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('30',)",3692375687.82,4,3.65235996246,3716294610.04,3716294611.8,3692375687.82,0.0,internal_timestamp,67.3970031738,1483386887.82,33.4086990356,0,9.9591999054,1026.02637036,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('31',)",3692375687.89,4,3.65235996246,3716294610.04,3716294611.8,3692375687.89,0.0,internal_timestamp,67.3980026245,1483386887.89,33.4085998535,0,9.9593000412,1026.02628067,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('32',)",3692375687.95,4,3.65234994888,3716294610.04,3716294611.8,3692375687.95,0.0,internal_timestamp,67.3970031738,1483386887.95,33.4084014893,0,9.959400177,1026.02610452,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('33',)",3692375688.01,4,3.65234994888,3716294610.04,3716294611.8,3692375688.01,0.0,internal_timestamp,67.3970031738,1483386888.01,33.4082984924,0,9.95960044861,1026.02599046,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('34',)",3692375688.07,4,3.65234994888,3716294610.04,3716294611.8,3692375688.07,0.0,internal_timestamp,67.3949966431,1483386888.07,33.4081993103,0,9.95969963074,1026.02588726,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('35',)",3692375688.14,4,3.65235996246,3716294610.04,3716294611.8,3692375688.14,0.0,internal_timestamp,67.3939971924,1483386888.14,33.408000946,0,9.96000003815,1026.0256774,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('36',)",3692375688.2,4,3.65236997604,3716294610.04,3716294611.8,3692375688.2,0.0,internal_timestamp,67.3970031738,1483386888.2,33.4077987671,0,9.96039962769,1026.02546608,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('37',)",3692375688.26,4,3.6523900032,3716294610.04,3716294611.8,3692375688.26,0.0,internal_timestamp,67.3960037231,1483386888.26,33.4075012207,0,9.9608001709,1026.02516199,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('38',)",3692375688.32,4,3.65241003036,3716294610.04,3716294611.81,3692375688.32,0.0,internal_timestamp,67.3929977417,1483386888.32,33.4072990417,0,9.96129989624,1026.02490647,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('39',)",3692375688.39,4,3.65243005753,3716294610.04,3716294611.81,3692375688.39,0.0,internal_timestamp,67.3909988403,1483386888.39,33.4071006775,0,9.96170043945,1026.0246752,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('40',)",3692375688.45,4,3.65244007111,3716294610.04,3716294611.81,3692375688.45,0.0,internal_timestamp,67.391998291,1483386888.45,33.4068984985,0,9.96210002899,1026.02445475,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('41',)",3692375688.51,4,3.65244007111,3716294610.04,3716294611.81,3692375688.51,0.0,internal_timestamp,67.391998291,1483386888.51,33.4066009521,0,9.9624004364,1026.02417206,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('42',)",3692375688.57,4,3.65244007111,3716294610.04,3716294611.81,3692375688.57,0.0,internal_timestamp,67.3909988403,1483386888.57,33.4062004089,0,9.96280002594,1026.02378776,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('43',)",3692375688.64,4,3.65245008469,3716294610.04,3716294611.81,3692375688.64,0.0,internal_timestamp,67.391998291,1483386888.64,33.4057998657,0,9.96329975128,1026.0233957,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('44',)",3692375688.7,4,3.65245008469,3716294610.04,3716294611.81,3692375688.7,0.0,internal_timestamp,67.3909988403,1483386888.7,33.4053993225,0,9.9638004303,1026.02299439,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('45',)",3692375688.76,4,3.65245008469,3716294610.04,3716294611.81,3692375688.76,0.0,internal_timestamp,67.3870010376,1483386888.76,33.4049987793,0,9.96430015564,1026.0225796,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('46',)",3692375688.82,4,3.65246009827,3716294610.04,3716294611.81,3692375688.82,0.0,internal_timestamp,67.3860015869,1483386888.83,33.4045982361,0,9.96479988098,1026.02217844,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('47',)",3692375688.89,4,3.65247011185,3716294610.04,3716294611.81,3692375688.89,0.0,internal_timestamp,67.3870010376,1483386888.89,33.4043998718,0,9.96500015259,1026.02199452,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('48',)",3692375688.95,4,3.65245008469,3716294610.04,3716294611.81,3692375688.95,0.0,internal_timestamp,67.3860015869,1483386888.95,33.404499054,0,9.96469974518,1026.02211793,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('49',)",3692375689.01,4,3.65241003036,3716294610.04,3716294611.81,3692375689.01,0.0,internal_timestamp,67.3860015869,1483386889.01,33.4051017761,0,9.96370029449,1026.02275639,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('50',)",3692375689.07,4,3.65232992172,3716294610.04,3716294611.81,3692375689.07,0.0,internal_timestamp,67.3850021362,1483386889.07,33.4058990479,0,9.96199989319,1026.02366007,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('51',)",3692375689.14,4,3.6522500515,3716294610.04,3716294611.81,3692375689.14,0.0,internal_timestamp,67.3840026855,1483386889.14,33.4068984985,0,9.96000003815,1026.02477187,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('52',)",3692375689.2,4,3.65216994286,3716294610.04,3716294611.81,3692375689.2,0.0,internal_timestamp,67.3860015869,1483386889.2,33.4077987671,0,9.95810031891,1026.02580303,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('53',)",3692375689.26,4,3.65210008621,3716294610.04,3716294611.81,3692375689.26,0.0,internal_timestamp,67.3830032349,1483386889.26,33.4085006714,0,9.95660018921,1026.02658944,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('54',)",3692375689.32,4,3.65206003189,3716294610.04,3716294611.81,3692375689.32,0.0,internal_timestamp,67.3830032349,1483386889.32,33.409198761,0,9.95530033112,1026.0273528,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('55',)",3692375689.39,4,3.65202999115,3716294610.04,3716294611.81,3692375689.39,0.0,internal_timestamp,67.3830032349,1483386889.39,33.4099006653,0,9.95429992676,1026.02806873,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('56',)",3692375689.45,4,3.65201997757,3716294610.04,3716294611.81,3692375689.45,0.0,internal_timestamp,67.3799972534,1483386889.45,33.4104995728,0,9.95349979401,1026.02865693,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('57',)",3692375689.51,4,3.65200996399,3716294610.04,3716294611.81,3692375689.51,0.0,internal_timestamp,67.3830032349,1483386889.51,33.4109992981,0,9.95300006866,1026.02914455,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('58',)",3692375689.57,4,3.65200996399,3716294610.04,3716294611.81,3692375689.57,0.0,internal_timestamp,67.3820037842,1483386889.57,33.4109992981,0,9.95289993286,1026.02915685,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('59',)",3692375689.64,4,3.65200996399,3716294610.04,3716294611.81,3692375689.64,0.0,internal_timestamp,67.3809967041,1483386889.64,33.4104003906,0,9.95349979401,1026.02858409,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('60',)",3692375689.7,4,3.65200996399,3716294610.04,3716294611.81,3692375689.7,0.0,internal_timestamp,67.3779983521,1483386889.7,33.4095001221,0,9.95460033417,1026.02768293,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('61',)",3692375689.76,4,3.65204000473,3716294610.04,3716294611.81,3692375689.76,0.0,internal_timestamp,67.3779983521,1483386889.76,33.4085998535,0,9.95590019226,1026.02676185,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('62',)",3692375689.82,4,3.65209007263,3716294610.04,3716294611.81,3692375689.82,0.0,internal_timestamp,67.375,1483386889.82,33.4079017639,0,9.95720005035,1026.02598485,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('63',)",3692375689.89,4,3.65212988853,3716294610.04,3716294611.81,3692375689.89,0.0,internal_timestamp,67.3710021973,1483386889.89,33.4075012207,0,9.95800018311,1026.02551953,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('64',)",3692375689.95,4,3.65213990211,3716294610.04,3716294611.81,3692375689.95,0.0,internal_timestamp,67.3740005493,1483386889.95,33.4071998596,0,9.95839977264,1026.02523081,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('65',)",3692375690.01,4,3.6521499157,3716294610.04,3716294611.81,3692375690.01,0.0,internal_timestamp,67.3740005493,1483386890.01,33.4070014954,0,9.95870018005,1026.0250255,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('66',)",3692375690.07,4,3.65213990211,3716294610.04,3716294611.81,3692375690.07,0.0,internal_timestamp,67.3740005493,1483386890.08,33.4067993164,0,9.95890045166,1026.02483406,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('67',)",3692375690.14,4,3.65213990211,3716294610.04,3716294611.81,3692375690.14,0.0,internal_timestamp,67.3740005493,1483386890.14,33.4067001343,0,9.95909976959,1026.02472314,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('68',)",3692375690.2,4,3.65215992928,3716294610.04,3716294611.81,3692375690.2,0.0,internal_timestamp,67.3720016479,1483386890.2,33.40650177,0,9.959400177,1026.02450873,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('69',)",3692375690.26,4,3.65216994286,3716294610.04,3716294611.82,3692375690.26,0.0,internal_timestamp,67.3720016479,1483386890.26,33.4062995911,0,9.95979976654,1026.02428375,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('70',)",3692375690.32,4,3.65217995644,3716294610.04,3716294611.82,3692375690.32,0.0,internal_timestamp,67.3710021973,1483386890.33,33.4062004089,0,9.96000003815,1026.02416812,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('71',)",3692375690.39,4,3.65217995644,3716294610.04,3716294611.82,3692375690.39,0.0,internal_timestamp,67.3700027466,1483386890.39,33.4062995911,0,9.95989990234,1026.0242578,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('72',)",3692375690.46,4,3.65216994286,3716294610.04,3716294611.82,3692375690.46,0.0,internal_timestamp,67.3700027466,1483386890.46,33.4067001343,1,9.9593000412,1026.02467125,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('73',)",3692375690.51,4,3.6521499157,3716294610.04,3716294611.82,3692375690.51,0.0,internal_timestamp,67.3690032959,1483386890.51,33.4075012207,0,9.95829963684,1026.02546004,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('74',)",3692375690.57,4,3.65212988853,3716294610.04,3716294611.82,3692375690.57,0.0,internal_timestamp,67.3710021973,1483386890.57,33.4081993103,0,9.95730018616,1026.02618195,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('75',)",3692375690.64,4,3.65211009979,3716294610.04,3716294611.82,3692375690.64,0.0,internal_timestamp,67.3690032959,1483386890.64,33.4085998535,0,9.95660018921,1026.02660314,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('76',)",3692375690.7,4,3.65209007263,3716294610.04,3716294611.82,3692375690.7,0.0,internal_timestamp,67.3690032959,1483386890.7,33.4086990356,0,9.9562997818,1026.02673107,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('77',)",3692375690.76,4,3.65207004547,3716294610.04,3716294611.82,3692375690.76,0.0,internal_timestamp,67.3639984131,1483386890.76,33.4085998535,0,9.956199646,1026.02664778,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('78',)",3692375690.82,4,3.65206003189,3716294610.04,3716294611.82,3692375690.82,0.0,internal_timestamp,67.3659973145,1483386890.82,33.4085006714,0,9.95610046387,1026.02659618,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('79',)",3692375690.89,4,3.65205001831,3716294610.04,3716294611.82,3692375690.89,0.0,internal_timestamp,67.3659973145,1483386890.89,33.4086990356,0,9.95580005646,1026.02680149,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('80',)",3692375690.95,4,3.65204000473,3716294610.04,3716294611.82,3692375690.95,0.0,internal_timestamp,67.3679962158,1483386890.95,33.4089012146,0,9.95549964905,1026.02701886,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('81',)",3692375691.01,4,3.65204000473,3716294610.04,3716294611.82,3692375691.01,0.0,internal_timestamp,67.3690032959,1483386891.01,33.409198761,0,9.95510005951,1026.02732281,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('82',)",3692375691.07,4,3.65205001831,3716294610.04,3716294611.82,3692375691.07,0.0,internal_timestamp,67.3690032959,1483386891.07,33.4095001221,0,9.95499992371,1026.02757477,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('83',)",3692375691.14,4,3.65205001831,3716294610.04,3716294611.82,3692375691.14,0.0,internal_timestamp,67.3649978638,1483386891.14,33.4095993042,0,9.9548997879,1026.02765078,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('84',)",3692375691.2,4,3.65204000473,3716294610.04,3716294611.82,3692375691.2,0.0,internal_timestamp,67.3659973145,1483386891.2,33.4095993042,0,9.95470046997,1026.02768887,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('85',)",3692375691.26,4,3.65201997757,3716294610.04,3716294611.82,3692375691.26,0.0,internal_timestamp,67.3669967651,1483386891.26,33.4095993042,0,9.95450019836,1026.02772711,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('86',)",3692375691.32,4,3.65198993683,3716294610.04,3716294611.82,3692375691.32,0.0,internal_timestamp,67.3649978638,1483386891.32,33.4095993042,0,9.95419979095,1026.02776856,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('87',)",3692375691.39,4,3.65195989609,3716294610.04,3716294611.82,3692375691.39,0.0,internal_timestamp,67.361000061,1483386891.39,33.4094009399,0,9.95409965515,1026.02761247,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('88',)",3692375691.45,4,3.65195989609,3716294610.04,3716294611.82,3692375691.45,0.0,internal_timestamp,67.3639984131,1483386891.45,33.4094009399,0,9.95409965515,1026.02762611,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('89',)",3692375691.51,4,3.65195989609,3716294610.04,3716294611.82,3692375691.51,0.0,internal_timestamp,67.3669967651,1483386891.51,33.4093017578,0,9.95419979095,1026.02754552,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('90',)",3692375691.57,4,3.65196990967,3716294610.04,3716294611.82,3692375691.57,0.0,internal_timestamp,67.361000061,1483386891.58,33.4090995789,0,9.95460033417,1026.02729312,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('91',)",3692375691.64,4,3.65198993683,3716294610.04,3716294611.82,3692375691.64,0.0,internal_timestamp,67.361000061,1483386891.64,33.4089012146,0,9.95499992371,1026.02707113,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('92',)",3692375691.7,4,3.65199995041,3716294610.04,3716294611.82,3692375691.7,0.0,internal_timestamp,67.3619995117,1483386891.7,33.4085998535,0,9.95540046692,1026.02677316,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('93',)",3692375691.76,4,3.65199995041,3716294610.04,3716294611.82,3692375691.76,0.0,internal_timestamp,67.3619995117,1483386891.76,33.4082984924,0,9.95569992065,1026.02648767,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('94',)",3692375691.82,4,3.65199995041,3716294610.04,3716294611.83,3692375691.82,0.0,internal_timestamp,67.358001709,1483386891.82,33.4081993103,0,9.95590019226,1026.0263584,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('95',)",3692375691.89,4,3.65199995041,3716294610.04,3716294611.83,3692375691.89,0.0,internal_timestamp,67.3590011597,1483386891.89,33.4081993103,0,9.95590019226,1026.02636295,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('96',)",3692375691.95,4,3.65198993683,3716294610.04,3716294611.83,3692375691.95,0.0,internal_timestamp,67.361000061,1483386891.95,33.4084014893,0,9.95559978485,1026.02658032,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('97',)",3692375692.01,4,3.65198993683,3716294610.04,3716294611.83,3692375692.01,0.0,internal_timestamp,67.361000061,1483386892.01,33.4089012146,0,9.9548997879,1026.02708798,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('98',)",3692375692.07,4,3.65195989609,3716294610.04,3716294611.83,3692375692.07,0.0,internal_timestamp,67.358001709,1483386892.08,33.4095001221,0,9.95400047302,1026.0276929,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('99',)",3692375692.14,4,3.65194010735,3716294610.04,3716294611.83,3692375692.14,0.0,internal_timestamp,67.3560028076,1483386892.14,33.4101982117,0,9.95310020447,1026.0283799,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('100',)",3692375692.2,4,3.65193009377,3716294610.04,3716294611.83,3692375692.2,0.0,internal_timestamp,67.3590011597,1483386892.2,33.4107017517,0,9.95240020752,1026.02890416,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('101',)",3692375692.26,4,3.65192008018,3716294610.04,3716294611.83,3692375692.26,0.0,internal_timestamp,67.3619995117,1483386892.26,33.4108009338,0,9.95219993591,1026.02902887,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('102',)",3692375692.32,4,3.65194010735,3716294610.04,3716294611.83,3692375692.32,0.0,internal_timestamp,67.361000061,1483386892.32,33.4105987549,0,9.95250034332,1026.02881605,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('103',)",3692375692.39,4,3.65195989609,3716294610.04,3716294611.83,3692375692.39,0.0,internal_timestamp,67.3629989624,1483386892.39,33.4104003906,0,9.95300006866,1026.02858631,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('104',)",3692375692.45,4,3.65195989609,3716294610.04,3716294611.83,3692375692.45,0.0,internal_timestamp,67.3629989624,1483386892.45,33.4100990295,0,9.9533996582,1026.02828397,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('105',)",3692375692.51,4,3.65195989609,3716294610.04,3716294611.83,3692375692.51,0.0,internal_timestamp,67.3619995117,1483386892.51,33.4099006653,0,9.95359992981,1026.02809097,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('106',)",3692375692.57,4,3.65195989609,3716294610.04,3716294611.83,3692375692.57,0.0,internal_timestamp,67.361000061,1483386892.57,33.4098014832,0,9.95370006561,1026.02799219,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('107',)",3692375692.64,4,3.65195989609,3716294610.04,3716294611.83,3692375692.64,0.0,internal_timestamp,67.3600006104,1483386892.64,33.4095001221,0,9.95390033722,1026.02771884,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('108',)",3692375692.7,4,3.65195989609,3716294610.04,3716294611.83,3692375692.7,0.0,internal_timestamp,67.361000061,1483386892.7,33.409198761,0,9.95429992676,1026.02742104,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('109',)",3692375692.76,4,3.65196990967,3716294610.04,3716294611.83,3692375692.76,0.0,internal_timestamp,67.3619995117,1483386892.76,33.4090003967,0,9.95470046997,1026.02720344,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('110',)",3692375692.82,4,3.65198993683,3716294610.04,3716294611.83,3692375692.82,0.0,internal_timestamp,67.361000061,1483386892.83,33.4086990356,0,9.95520019531,1026.0268797,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
